alpha,mu,lambda,participation,promote,oppose
,20.0,0.6,0.97,0.01,0.03
,22.0,0.76,0.77,0.09000000000000001,0.22000000000000003
,23.0,0.76,0.97,0.01,0.05
,3.0,0.62,0.6799999999999999,0.32,0.0
,1.0,0.68,0.56,0.4,0.0
,31.0,0.72,0.8300000000000001,0.09,0.25
,32.0,0.72,1.0,0.0,0.11000000000000001
,31.0,0.66,0.86,0.05,0.14999999999999997
,33.0,0.68,0.9,0.05,0.18000000000000002
,28.0,0.7000000000000001,0.89,0.05,0.09
,14.0,0.8,0.8500000000000002,0.03,0.08
,15.0,0.8,0.89,0.06,0.13
,28.0,0.74,0.93,0.02,0.06000000000000001
,43.0,0.78,0.93,0.02,0.22000000000000003
,23.0,0.64,0.9,0.05,0.19
,25.0,0.62,0.95,0.04,0.15
,16.0,0.8,0.9,0.06999999999999999,0.12999999999999998
,0.0,0.76,0.51,0.5,0.0
,17.0,0.78,0.8,0.16,0.22000000000000006
,29.0,0.7000000000000001,0.9,0.06999999999999999,0.26
,32.0,0.66,0.93,0.03,0.09000000000000001
,7.0,0.56,0.72,0.34,0.0
,8.0,0.56,0.9000000000000001,0.0,0.0
,9.0,0.56,1.0,0.0,0.0
,10.0,0.56,1.0,0.0,0.0
,2.0,0.64,0.68,0.31000000000000005,0.0
,11.0,0.56,1.0,0.0,0.0
,12.0,0.56,1.0,0.0,0.0
,13.0,0.56,1.0,0.0,0.0
,33.0,0.72,0.8699999999999999,0.06,0.17
,14.0,0.56,1.0,0.0,0.0
,15.0,0.56,1.0,0.0,0.0
,16.0,0.56,1.0,0.0,0.0
,17.0,0.56,1.0,0.0,0.0
,29.0,0.74,0.9,0.04,0.12999999999999998
,18.0,0.56,1.0,0.0,0.0
,30.0,0.74,1.0,0.0,0.09
,19.0,0.56,1.0,0.0,0.0
,20.0,0.56,1.0,0.0,0.0
,21.0,0.56,1.0,0.0,0.0
,44.0,0.78,0.89,0.04,0.22000000000000003
,45.0,0.78,0.9199999999999999,0.0,0.3
,3.0,0.66,0.43999999999999995,0.45,0.0
,26.0,0.62,0.96,0.06,0.10999999999999999
,17.0,0.8,0.9,0.06,0.15
,6.0,0.5,0.77,0.35,0.0
,21.0,0.6,0.96,0.03,0.1
,34.0,0.72,0.95,0.0,0.14
,40.0,0.8,0.8899999999999999,0.06,0.24
,31.0,0.74,0.9,0.05,0.17
,24.0,0.64,0.9200000000000002,0.0,0.09
,0.0,0.74,0.58,0.38000000000000006,0.0
,3.0,0.6,0.58,0.3400000000000001,0.0
,48.0,0.76,0.8100000000000002,0.08,0.3
,49.0,0.76,1.0,0.0,0.20999999999999996
,24.0,0.76,0.8400000000000001,0.05,0.16
,27.0,0.62,0.97,0.0,0.08
,28.0,0.62,1.0,0.0,0.10999999999999999
,29.0,0.62,0.97,0.01,0.09000000000000001
,22.0,0.56,0.8700000000000001,0.04,0.12999999999999998
,23.0,0.56,1.0,0.0,0.1
,24.0,0.56,1.0,0.0,0.09
,46.0,0.78,0.7799999999999999,0.11000000000000001,0.2700000000000001
,47.0,0.78,1.0,0.0,0.2
,25.0,0.64,0.9199999999999999,0.01,0.09
,30.0,0.7000000000000001,0.8699999999999999,0.02,0.12
,31.0,0.7000000000000001,0.9800000000000001,0.0,0.12000000000000002
,32.0,0.7000000000000001,1.0,0.0,0.15000000000000002
,33.0,0.7000000000000001,1.0,0.0,0.06
,34.0,0.7000000000000001,0.95,0.03,0.09999999999999999
,41.0,0.8,0.89,0.06,0.28
,2.0,0.72,0.47000000000000003,0.35,0.0
,22.0,0.6,0.9099999999999999,0.05,0.13
,35.0,0.72,0.8800000000000001,0.04,0.22000000000000003
,25.0,0.56,0.95,0.02,0.09
,26.0,0.56,0.97,0.01,0.1
,26.0,0.64,0.9199999999999999,0.01,0.06999999999999999
,27.0,0.64,1.0,0.0,0.04
,28.0,0.64,1.0,0.0,0.08
,29.0,0.64,1.0,0.0,0.07
,18.0,0.78,0.77,0.12000000000000002,0.22000000000000003
,50.0,0.76,0.8400000000000001,0.06000000000000001,0.23000000000000004
,30.0,0.62,0.8800000000000001,0.03,0.14
,25.0,0.76,0.9,0.06000000000000001,0.15
,23.0,0.6,0.9800000000000001,0.01,0.14
,32.0,0.74,0.82,0.05,0.18
,48.0,0.78,0.8800000000000001,0.06000000000000001,0.24000000000000005
,27.0,0.56,0.9400000000000001,0.04,0.14
,30.0,0.64,0.96,0.04,0.13000000000000003
,31.0,0.64,1.0,0.0,0.08
,3.0,0.7000000000000001,0.6,0.34,0.0
,42.0,0.8,0.89,0.04,0.25
,4.0,0.62,0.48,0.55,0.0
,43.0,0.8,1.0,0.0,0.16
,18.0,0.8,0.7699999999999999,0.15,0.19
,15.0,0.8200000000000001,0.7100000000000001,0.09999999999999999,0.13999999999999999
,49.0,0.78,0.9099999999999999,0.01,0.18
,19.0,0.78,0.86,0.06999999999999999,0.21999999999999997
,44.0,0.8,0.8699999999999999,0.06999999999999999,0.27999999999999997
,1.0,0.76,0.48,0.4499999999999999,0.0
,26.0,0.76,0.8,0.07,0.15
,42.0,0.84,0.8699999999999999,0.05,0.22000000000000003
,7.0,0.54,0.85,0.34,0.0
,8.0,0.54,1.0,0.0,0.0
,9.0,0.54,1.0,0.0,0.0
,10.0,0.54,1.0,0.0,0.0
,11.0,0.54,1.0,0.0,0.0
,12.0,0.54,1.0,0.0,0.0
,13.0,0.54,1.0,0.0,0.0
,14.0,0.54,1.0,0.0,0.0
,15.0,0.54,1.0,0.0,0.0
,16.0,0.54,1.0,0.0,0.0
,17.0,0.54,1.0,0.0,0.0
,18.0,0.54,1.0,0.0,0.0
,19.0,0.54,1.0,0.0,0.0
,20.0,0.54,1.0,0.0,0.0
,21.0,0.54,1.0,0.0,0.0
,22.0,0.54,1.0,0.0,0.0
,33.0,0.74,0.8400000000000001,0.08,0.15000000000000002
,24.0,0.6,0.8099999999999999,0.06999999999999999,0.13999999999999999
,25.0,0.6,1.0,0.0,0.16
,26.0,0.6,0.96,0.04,0.15
,50.0,0.78,0.9,0.030000000000000006,0.25000000000000006
,3.0,0.64,0.56,0.39,0.0
,41.0,0.8200000000000001,0.82,0.12,0.29000000000000004
,17.0,0.86,0.7500000000000001,0.05,0.15
,43.0,0.86,0.8700000000000001,0.04,0.15
,18.0,0.88,0.58,0.25,0.32999999999999996
,20.0,0.78,0.95,0.04,0.15
,21.0,0.78,0.99,0.0,0.09
,16.0,0.84,0.67,0.17000000000000004,0.26
,23.0,0.54,0.95,0.04,0.1
,24.0,0.54,0.99,0.0,0.07
,42.0,0.8200000000000001,0.82,0.08,0.27
,7.0,0.52,0.8099999999999999,0.22999999999999998,0.0
,8.0,0.52,1.0,0.0,0.0
,9.0,0.52,1.0,0.0,0.0
,10.0,0.52,1.0,0.0,0.0
,11.0,0.52,1.0,0.0,0.0
,12.0,0.52,1.0,0.0,0.0
,13.0,0.52,1.0,0.0,0.0
,14.0,0.52,1.0,0.0,0.0
,15.0,0.52,1.0,0.0,0.0
,16.0,0.52,1.0,0.0,0.0
,17.0,0.52,1.0,0.0,0.0
,18.0,0.52,1.0,0.0,0.0
,19.0,0.52,1.0,0.0,0.0
,20.0,0.52,1.0,0.0,0.0
,21.0,0.52,1.0,0.0,0.0
,19.0,0.8,0.86,0.05,0.16
,22.0,0.52,1.0,0.0,0.0
,23.0,0.52,1.0,0.0,0.0
,1.0,0.74,0.41,0.49000000000000005,0.0
,8.0,0.58,0.8800000000000001,0.22000000000000003,0.0
,9.0,0.58,1.0,0.0,0.0
,10.0,0.58,1.0,0.0,0.0
,11.0,0.58,1.0,0.0,0.0
,12.0,0.58,1.0,0.0,0.0
,13.0,0.58,1.0,0.0,0.0
,14.0,0.58,1.0,0.0,0.0
,2.0,0.68,0.7100000000000001,0.38,0.0
,15.0,0.58,1.0,0.0,0.0
,16.0,0.58,1.0,0.0,0.0
,17.0,0.58,1.0,0.0,0.0
,27.0,0.76,0.85,0.02,0.15
,28.0,0.76,0.9099999999999999,0.01,0.09
,29.0,0.76,0.8400000000000001,0.06999999999999999,0.25000000000000006
,30.0,0.76,1.0,0.0,0.09999999999999999
,17.0,0.84,0.73,0.13,0.21999999999999997
,34.0,0.74,0.8800000000000001,0.06,0.24000000000000005
,27.0,0.6,0.8100000000000002,0.06999999999999999,0.22999999999999998
,28.0,0.6,1.0,0.0,0.06
,44.0,0.86,0.76,0.12,0.33999999999999997
,4.0,0.66,0.5599999999999999,0.44000000000000006,0.0
,20.0,0.8,0.8200000000000001,0.05,0.16
,22.0,0.78,0.8400000000000001,0.08,0.16
,45.0,0.8,0.76,0.12000000000000002,0.31999999999999995
,46.0,0.8,0.95,0.02,0.24
,24.0,0.52,0.9800000000000001,0.0,0.13
,18.0,0.58,0.9400000000000001,0.02,0.03
,19.0,0.58,1.0,0.0,0.0
,20.0,0.58,1.0,0.0,0.0
,21.0,0.58,1.0,0.0,0.0
,22.0,0.58,1.0,0.0,0.08
,25.0,0.54,0.8600000000000001,0.02,0.11000000000000001
,43.0,0.84,0.79,0.09,0.25000000000000006
,29.0,0.6,0.99,0.01,0.14
,18.0,0.86,0.82,0.11000000000000001,0.14
,43.0,0.8200000000000001,0.8400000000000001,0.04,0.22000000000000003
,47.0,0.8,0.9,0.05,0.26999999999999996
,48.0,0.8,1.0,0.0,0.15
,7.0,0.5,0.9099999999999999,0.16999999999999998,0.0
,8.0,0.5,1.0,0.0,0.0
,9.0,0.5,1.0,0.0,0.0
,10.0,0.5,1.0,0.0,0.0
,11.0,0.5,1.0,0.0,0.0
,12.0,0.5,1.0,0.0,0.0
,13.0,0.5,1.0,0.0,0.0
,14.0,0.5,1.0,0.0,0.0
,15.0,0.5,1.0,0.0,0.0
,16.0,0.5,1.0,0.0,0.0
,17.0,0.5,1.0,0.0,0.0
,18.0,0.5,1.0,0.0,0.0
,19.0,0.5,1.0,0.0,0.0
,20.0,0.5,1.0,0.0,0.0
,21.0,0.5,1.0,0.0,0.0
,35.0,0.74,0.82,0.09,0.3
,22.0,0.5,1.0,0.0,0.0
,23.0,0.5,1.0,0.0,0.0
,24.0,0.5,1.0,0.0,0.0
,0.0,0.8,0.27,0.5199999999999999,0.0
,26.0,0.54,0.9400000000000001,0.03,0.14000000000000004
,44.0,0.84,0.8400000000000001,0.06,0.24000000000000005
,45.0,0.9,0.9199999999999999,0.03,0.32
,31.0,0.76,0.89,0.06999999999999999,0.17
,16.0,0.8200000000000001,0.7,0.14,0.19
,44.0,0.88,0.9299999999999999,0.06,0.31
,45.0,0.86,0.8699999999999999,0.06000000000000001,0.32999999999999996
,21.0,0.8,0.8800000000000001,0.06999999999999999,0.17
,25.0,0.52,0.9200000000000002,0.06999999999999999,0.13999999999999999
,0.0,0.78,0.6300000000000001,0.34,0.0
,44.0,0.8200000000000001,0.8300000000000001,0.05,0.21999999999999997
,45.0,0.8200000000000001,0.97,0.0,0.26
,36.0,0.74,0.9100000000000001,0.02,0.21000000000000002
,23.0,0.58,0.9200000000000002,0.01,0.12
,45.0,0.84,0.79,0.09,0.35
,32.0,0.76,0.9400000000000001,0.03,0.12000000000000002
,45.0,0.88,0.8700000000000001,0.04,0.36
,20.0,0.92,0.64,0.25,0.35
,22.0,0.8,0.9199999999999999,0.04,0.12999999999999998
,19.0,0.86,0.7299999999999999,0.15000000000000002,0.30999999999999994
,19.0,0.88,0.6599999999999999,0.27999999999999997,0.3
,46.0,0.8200000000000001,0.9099999999999999,0.06,0.22999999999999998
,18.0,0.84,0.7100000000000001,0.13,0.22999999999999998
,46.0,0.9,0.8600000000000001,0.02,0.4600000000000001
,23.0,0.78,0.8799999999999999,0.15,0.22000000000000003
,46.0,0.92,0.8800000000000001,0.03,0.32999999999999996
,2.0,0.76,0.6900000000000001,0.27,0.0
,17.0,0.8200000000000001,0.8,0.11000000000000001,0.18000000000000002
,46.0,0.86,0.8300000000000001,0.06999999999999999,0.31
,47.0,0.86,0.9399999999999998,0.02,0.27
,4.0,0.7000000000000001,0.74,0.4600000000000001,0.0
,49.0,0.8,0.86,0.06,0.4
,50.0,0.8,0.89,0.02,0.2700000000000001
,24.0,0.58,0.9100000000000001,0.06000000000000001,0.15999999999999998
,25.0,0.58,1.0,0.0,0.030000000000000006
,24.0,0.78,0.96,0.02,0.09999999999999999
,23.0,0.8,0.82,0.08,0.16
,3.0,0.72,0.7500000000000001,0.32999999999999996,0.0
,46.0,0.84,0.78,0.06999999999999999,0.36
,19.0,0.84,0.8300000000000001,0.1,0.19999999999999998
,3.0,0.68,0.51,0.42000000000000004,0.0
,47.0,0.8200000000000001,0.8800000000000001,0.04,0.22000000000000003
,47.0,0.92,0.8100000000000002,0.08,0.35
,26.0,0.58,1.0,0.03,0.08
,19.0,0.9,0.58,0.19,0.31999999999999995
,25.0,0.78,0.9400000000000001,0.06000000000000001,0.14
,46.0,0.88,0.82,0.06999999999999999,0.32
,33.0,0.76,0.89,0.11000000000000001,0.27
,34.0,0.76,1.0,0.0,0.16
,2.0,0.74,0.6300000000000001,0.30000000000000004,0.0
,18.0,0.8200000000000001,0.8400000000000001,0.11000000000000001,0.2
,47.0,0.9,0.8,0.06999999999999999,0.32999999999999996
,48.0,0.86,0.8300000000000001,0.1,0.42000000000000004
,48.0,0.92,0.9199999999999999,0.02,0.26000000000000006
,24.0,0.8,0.9099999999999999,0.06000000000000001,0.1
,25.0,0.8,0.9800000000000001,0.0,0.07999999999999999
,27.0,0.58,0.96,0.0,0.05
,20.0,0.86,0.71,0.15,0.25
,35.0,0.76,0.9400000000000001,0.02,0.13
,21.0,0.92,0.5900000000000001,0.22000000000000003,0.27999999999999997
,26.0,0.78,0.9400000000000001,0.04,0.1
,27.0,0.78,0.9199999999999999,0.04,0.15000000000000002
,47.0,0.88,0.86,0.05,0.32999999999999996
,4.0,0.64,0.71,0.2800000000000001,0.0
,49.0,0.86,0.8400000000000001,0.08,0.31
,26.0,0.8,0.99,0.03,0.09
,48.0,0.8200000000000001,0.86,0.06999999999999999,0.35
,28.0,0.58,0.97,0.04,0.14000000000000004
,20.0,0.88,0.6700000000000002,0.20999999999999996,0.25999999999999995
,20.0,0.9,0.6199999999999999,0.24000000000000005,0.31999999999999995
,21.0,0.9400000000000001,0.5599999999999999,0.26999999999999996,0.35
,21.0,0.9,0.71,0.12000000000000002,0.2
,20.0,0.84,0.7300000000000001,0.09,0.2
,47.0,0.84,0.85,0.09,0.32999999999999996
,48.0,0.84,0.93,0.01,0.27
,48.0,0.9,0.85,0.05,0.31999999999999995
,5.0,0.66,0.78,0.3200000000000001,0.0
,49.0,0.92,0.9199999999999999,0.05,0.33999999999999997
,1.0,0.8,0.6000000000000001,0.31,0.0
,21.0,0.86,0.7899999999999999,0.12000000000000002,0.16
,36.0,0.76,0.8800000000000001,0.05,0.16999999999999998
,21.0,0.84,0.78,0.12,0.22999999999999998
,27.0,0.8,0.9099999999999999,0.08,0.15000000000000002
,49.0,0.9,0.82,0.06,0.32999999999999996
,49.0,0.8200000000000001,0.8400000000000001,0.08,0.38
,22.0,0.84,0.8400000000000001,0.05,0.21000000000000002
,22.0,0.92,0.68,0.15,0.3
,1.0,0.78,0.63,0.28,0.0
,49.0,0.84,0.8699999999999999,0.04,0.32
,50.0,0.86,0.7899999999999999,0.06000000000000001,0.3
,28.0,0.8,0.86,0.030000000000000006,0.15
,48.0,0.88,0.75,0.1,0.32999999999999996
,19.0,0.8200000000000001,0.58,0.20999999999999996,0.3
,50.0,0.8200000000000001,0.85,0.08,0.36
,21.0,0.88,0.77,0.14,0.16
,22.0,0.88,0.8800000000000001,0.05,0.13000000000000003
,22.0,0.86,0.8600000000000001,0.12,0.16000000000000003
,28.0,0.78,0.6599999999999999,0.09999999999999999,0.18
,29.0,0.78,0.95,0.01,0.11000000000000001
,29.0,0.8,0.9400000000000001,0.03,0.13
,30.0,0.8,0.9199999999999999,0.03,0.12999999999999998
,5.0,0.7000000000000001,0.62,0.36000000000000004,0.0
,50.0,0.84,0.9400000000000001,0.03,0.25
,0.0,0.8200000000000001,0.5700000000000001,0.43999999999999995,0.0
,50.0,0.9,0.86,0.08,0.3
,4.0,0.72,0.64,0.43,0.0
,50.0,0.92,0.79,0.05,0.41
,22.0,0.9,0.6900000000000002,0.16999999999999998,0.19
,22.0,0.9400000000000001,0.53,0.3,0.39
,37.0,0.76,0.86,0.09000000000000001,0.26
,23.0,0.84,0.8099999999999999,0.05,0.13
,4.0,0.68,0.67,0.33999999999999997,0.0
,31.0,0.8,0.8699999999999999,0.04,0.18000000000000002
,30.0,0.78,0.95,0.02,0.1
,3.0,0.76,0.78,0.18000000000000002,0.0
,3.0,0.74,0.6100000000000001,0.33,0.0
,23.0,0.9400000000000001,0.6400000000000001,0.2,0.36
,32.0,0.8,0.9099999999999999,0.04,0.18999999999999997
,20.0,0.8200000000000001,0.7699999999999999,0.05,0.14
,49.0,0.88,0.77,0.1,0.32
,21.0,0.8200000000000001,0.82,0.05,0.18
,23.0,0.9,0.7300000000000001,0.16,0.24000000000000005
,24.0,0.84,0.8300000000000001,0.12,0.16999999999999998
,47.0,0.9400000000000001,0.71,0.09999999999999999,0.41
,23.0,0.88,0.65,0.14,0.21000000000000002
,33.0,0.8,0.89,0.05,0.20000000000000004
,5.0,0.64,0.7000000000000001,0.24000000000000005,0.0
,22.0,0.96,0.57,0.31999999999999995,0.3999999999999999
,24.0,0.9400000000000001,0.6599999999999999,0.15999999999999998,0.31
,2.0,0.8,0.5700000000000001,0.41,0.0
,23.0,0.86,0.7500000000000001,0.18000000000000002,0.23000000000000004
,34.0,0.8,0.96,0.01,0.21000000000000002
,23.0,0.92,0.6300000000000001,0.26999999999999996,0.43
,31.0,0.78,0.76,0.09,0.24000000000000005
,50.0,0.88,0.72,0.13,0.37
,0.0,0.92,0.35,0.45000000000000007,0.0
,0.0,0.84,0.53,0.44000000000000006,0.0
,2.0,0.78,0.48999999999999994,0.45,0.0
,24.0,0.9,0.8,0.09999999999999999,0.22999999999999998
,24.0,0.88,0.7300000000000001,0.11000000000000001,0.21000000000000002
,25.0,0.9400000000000001,0.6300000000000001,0.19,0.35999999999999993
,0.0,0.86,0.39,0.5700000000000001,0.0
,22.0,0.8200000000000001,0.7799999999999999,0.1,0.19000000000000003
,0.0,0.9400000000000001,0.43,0.49000000000000005,0.0
,23.0,0.96,0.5700000000000001,0.25,0.38999999999999996
,25.0,0.88,0.95,0.03,0.11000000000000001
,6.0,0.66,0.78,0.18000000000000005,0.0
,24.0,0.86,0.8699999999999999,0.0,0.09
,26.0,0.9400000000000001,0.59,0.16,0.33
,32.0,0.78,0.9,0.06999999999999999,0.16
,25.0,0.84,0.7000000000000001,0.1,0.24000000000000005
,35.0,0.8,0.9099999999999999,0.05,0.26
,24.0,0.96,0.51,0.25000000000000006,0.37
,1.0,0.8200000000000001,0.5700000000000001,0.49000000000000005,0.0
,24.0,0.92,0.67,0.22000000000000003,0.32999999999999996
,25.0,0.92,0.69,0.1,0.27999999999999997
,1.0,0.92,0.27,0.58,0.0
,26.0,0.88,0.71,0.13,0.28
,0.0,0.88,0.67,0.30000000000000004,0.0
,48.0,0.96,0.7699999999999999,0.09999999999999999,0.38
,25.0,0.9,0.7100000000000001,0.13,0.23000000000000004
,6.0,0.7000000000000001,0.72,0.38,0.0
,5.0,0.72,0.77,0.16999999999999998,0.0
,25.0,0.86,0.8300000000000001,0.06,0.14999999999999997
,48.0,0.9400000000000001,0.62,0.16,0.36
,49.0,0.9400000000000001,0.76,0.05,0.4
,1.0,0.86,0.31,0.57,0.0
,4.0,0.76,0.64,0.42000000000000004,0.0
,26.0,0.84,0.76,0.1,0.24000000000000005
,26.0,0.92,0.7599999999999999,0.15000000000000002,0.26000000000000006
,4.0,0.74,0.7000000000000001,0.27,0.0
,36.0,0.8,0.8500000000000002,0.06,0.2
,0.0,0.9,0.35,0.51,0.0
,5.0,0.68,0.79,0.2,0.0
,26.0,0.86,0.78,0.1,0.19
,27.0,0.84,0.89,0.05,0.18000000000000002
,26.0,0.9,0.74,0.1,0.24
,27.0,0.88,0.6499999999999999,0.15,0.26
,27.0,0.9400000000000001,0.64,0.18,0.31999999999999995
,27.0,0.86,0.9,0.04,0.18000000000000002
,28.0,0.84,0.76,0.11000000000000001,0.24
,29.0,0.84,0.97,0.0,0.07999999999999999
,30.0,0.84,0.99,0.0,0.2
,3.0,0.8,0.58,0.37,0.0
,37.0,0.8,0.8300000000000001,0.08,0.26000000000000006
,23.0,0.8200000000000001,0.6199999999999999,0.09000000000000001,0.18
,3.0,0.78,0.7000000000000001,0.32999999999999996,0.0
,50.0,0.9400000000000001,0.8300000000000001,0.06000000000000001,0.33
,49.0,0.96,0.6900000000000001,0.13,0.32999999999999996
,1.0,0.9400000000000001,0.55,0.4,0.0
,28.0,0.86,0.9099999999999999,0.02,0.13999999999999999
,2.0,0.92,0.48,0.37000000000000005,0.0
,24.0,0.8200000000000001,0.93,0.01,0.12000000000000002
,28.0,0.88,0.9200000000000002,0.08,0.15
,27.0,0.9,0.8300000000000001,0.06000000000000001,0.24000000000000005
,31.0,0.84,0.8300000000000001,0.06000000000000001,0.22999999999999998
,32.0,0.84,0.9399999999999998,0.01,0.21999999999999997
,1.0,0.84,0.5499999999999999,0.42000000000000004,0.0
,50.0,0.96,0.75,0.09000000000000001,0.38999999999999996
,1.0,0.88,0.33999999999999997,0.4800000000000001,0.0
,29.0,0.86,0.95,0.03,0.11000000000000001
,28.0,0.9400000000000001,0.6900000000000001,0.15,0.38
,33.0,0.78,0.6100000000000001,0.15999999999999998,0.31999999999999995
,38.0,0.8,0.8099999999999999,0.05,0.24
,2.0,0.8200000000000001,0.41,0.5199999999999999,0.0
,25.0,0.8200000000000001,0.9,0.06,0.19
,27.0,0.92,0.54,0.21000000000000002,0.39999999999999997
,39.0,0.8,1.0,0.0,0.21000000000000002
,23.0,0.98,0.5,0.28,0.37999999999999995
,33.0,0.84,0.8100000000000002,0.06000000000000001,0.27
,29.0,0.88,0.8800000000000001,0.04,0.19000000000000003
,25.0,0.96,0.54,0.38,0.36999999999999994
,24.0,0.98,0.51,0.29000000000000004,0.35999999999999993
,5.0,0.76,0.61,0.45999999999999996,0.0
,29.0,0.9400000000000001,0.62,0.15,0.32999999999999996
,7.0,0.7000000000000001,0.67,0.35000000000000003,0.0
,34.0,0.78,0.9,0.03,0.15
,30.0,0.88,0.8699999999999999,0.030000000000000006,0.2
,34.0,0.84,0.8400000000000001,0.05,0.23000000000000004
,2.0,0.86,0.6100000000000001,0.36,0.0
,26.0,0.8200000000000001,0.9399999999999998,0.04,0.2
,5.0,0.74,0.63,0.36,0.0
,4.0,0.78,0.5,0.48,0.0
,30.0,0.86,0.8,0.12,0.30999999999999994
,35.0,0.78,1.0,0.0,0.18
,2.0,0.9400000000000001,0.41000000000000003,0.6399999999999999,0.0
