alpha,mu,lambda,participation,promote,oppose
,28.0,0.9,0.6599999999999999,0.1,0.26
,35.0,0.84,0.8899999999999999,0.04,0.26999999999999996
,27.0,0.8200000000000001,0.9,0.04,0.1
,6.0,0.68,0.74,0.22000000000000003,0.0
,30.0,0.9400000000000001,0.78,0.09,0.22000000000000006
,36.0,0.84,0.8800000000000001,0.03,0.19
,36.0,0.78,0.89,0.04,0.28
,6.0,0.72,0.77,0.31,0.0
,29.0,0.9,0.76,0.1,0.29
,28.0,0.8200000000000001,0.93,0.01,0.09
,29.0,0.8200000000000001,1.0,0.0,0.09
,31.0,0.86,0.8400000000000001,0.06,0.25
,1.0,0.9,0.5799999999999998,0.47000000000000003,0.0
,0.0,0.98,0.4,0.47000000000000003,0.0
,31.0,0.88,0.59,0.18,0.33
,0.0,0.96,0.38,0.45999999999999996,0.0
,30.0,0.8200000000000001,0.9200000000000002,0.02,0.12
,31.0,0.9400000000000001,0.74,0.15,0.28
,3.0,0.92,0.4800000000000001,0.5599999999999998,0.0
,25.0,0.98,0.53,0.28,0.39
,26.0,0.96,0.6,0.18,0.33999999999999997
,4.0,0.8,0.8000000000000002,0.15,0.0
,37.0,0.78,0.86,0.06000000000000001,0.23000000000000004
,32.0,0.86,0.89,0.04,0.21000000000000002
,31.0,0.8200000000000001,0.9099999999999999,0.05,0.24
,2.0,0.88,0.6700000000000002,0.35,0.0
,2.0,0.84,0.55,0.39999999999999997,0.0
,37.0,0.84,0.8099999999999999,0.04,0.3
,38.0,0.84,0.9400000000000001,0.01,0.22000000000000003
,28.0,0.92,0.47999999999999987,0.26,0.41999999999999993
,3.0,0.86,0.43,0.4400000000000001,0.0
,38.0,0.78,0.9199999999999999,0.05,0.24000000000000005
,32.0,0.8200000000000001,0.95,0.02,0.23000000000000004
,33.0,0.8200000000000001,1.0,0.0,0.22000000000000003
,34.0,0.8200000000000001,0.9400000000000001,0.03,0.19000000000000003
,35.0,0.8200000000000001,0.9,0.04,0.24000000000000005
,39.0,0.84,0.8099999999999999,0.09,0.15
,3.0,0.8200000000000001,0.65,0.38,0.0
,33.0,0.86,0.72,0.13,0.26
,26.0,0.98,0.55,0.24,0.4
,40.0,0.84,0.8899999999999999,0.06999999999999999,0.27999999999999997
,41.0,0.84,0.9400000000000001,0.01,0.18
,5.0,0.78,0.6,0.36,0.0
,30.0,0.9,0.71,0.10000000000000002,0.24000000000000005
,32.0,0.88,0.7500000000000001,0.10999999999999999,0.26
,27.0,0.96,0.5999999999999999,0.22999999999999998,0.43999999999999995
,1.0,0.98,0.41,0.45,0.0
,3.0,0.9400000000000001,0.5900000000000001,0.34,0.0
,7.0,0.68,0.6399999999999999,0.3500000000000001,0.0
,34.0,0.86,0.85,0.06000000000000001,0.23000000000000007
,35.0,0.86,0.97,0.0,0.24999999999999994
,36.0,0.86,0.9,0.04,0.24
,6.0,0.74,0.6699999999999999,0.33999999999999997,0.0
,36.0,0.8200000000000001,0.79,0.08,0.23000000000000004
,37.0,0.8200000000000001,0.9400000000000001,0.02,0.15000000000000002
,38.0,0.8200000000000001,0.96,0.02,0.25
,32.0,0.9400000000000001,0.4999999999999999,0.18,0.33999999999999997
,33.0,0.9400000000000001,0.82,0.06000000000000001,0.26
,29.0,0.92,0.6399999999999999,0.21000000000000002,0.27
,6.0,0.76,0.78,0.21000000000000005,0.0
,49.0,0.98,0.63,0.13,0.41
,8.0,0.7000000000000001,0.8099999999999999,0.31999999999999995,0.0
,27.0,0.98,0.5599999999999999,0.23000000000000004,0.33999999999999997
,4.0,0.92,0.54,0.41999999999999993,0.0
,39.0,0.8200000000000001,0.96,0.03,0.25
,31.0,0.9,0.77,0.06,0.25999999999999995
,2.0,0.9,0.56,0.48,0.0
,7.0,0.72,0.6399999999999999,0.45999999999999996,0.0
,3.0,0.88,0.49000000000000005,0.36,0.0
,37.0,0.86,0.8699999999999999,0.06999999999999999,0.32999999999999996
,24.0,1.0,0.52,0.32,0.37
,25.0,1.0,0.59,0.31,0.33
,26.0,1.0,0.53,0.32,0.37
,27.0,1.0,0.57,0.30999999999999994,0.41
,50.0,1.0,0.5799999999999998,0.13,0.43
,5.0,0.8,0.7200000000000001,0.28,0.0
,28.0,0.96,0.6499999999999999,0.21000000000000002,0.33999999999999997
,34.0,0.9400000000000001,0.77,0.13,0.25999999999999995
,1.0,0.96,0.6799999999999999,0.37,0.0
,30.0,0.92,0.78,0.05,0.21000000000000002
,4.0,0.86,0.62,0.35,0.0
,28.0,0.98,0.64,0.15,0.32999999999999996
,3.0,0.84,0.62,0.33,0.0
,4.0,0.8200000000000001,0.5499999999999999,0.4600000000000001,0.0
,40.0,0.8200000000000001,0.74,0.1,0.33999999999999997
,32.0,0.9,0.77,0.06000000000000001,0.29
,2.0,0.98,0.3,0.53,0.0
,50.0,0.98,0.67,0.15,0.37
,31.0,0.92,0.7500000000000001,0.09,0.32999999999999996
,38.0,0.86,0.76,0.05,0.28
,33.0,0.88,0.6699999999999999,0.11000000000000001,0.31999999999999995
,29.0,0.98,0.48999999999999994,0.19,0.31
,6.0,0.78,0.7200000000000001,0.29,0.0
,7.0,0.74,0.6799999999999999,0.29000000000000004,0.0
,33.0,0.9,0.8300000000000001,0.09,0.21000000000000002
,4.0,0.9400000000000001,0.65,0.32999999999999996,0.0
,35.0,0.9400000000000001,0.63,0.16,0.25
,7.0,0.76,0.78,0.27,0.0
,28.0,1.0,0.5599999999999999,0.24000000000000005,0.38
,0.0,1.0,0.19999999999999998,0.5199999999999999,0.0
,29.0,0.96,0.54,0.2799999999999999,0.41000000000000003
,36.0,0.9400000000000001,0.78,0.12,0.2900000000000001
,37.0,0.9400000000000001,0.8,0.08,0.26
,34.0,0.88,0.8,0.09,0.23000000000000004
,32.0,0.92,0.75,0.11000000000000001,0.2799999999999999
,3.0,0.9,0.5399999999999999,0.51,0.0
,39.0,0.86,0.7499999999999999,0.05,0.33
,5.0,0.8200000000000001,0.52,0.4999999999999999,0.0
,5.0,0.92,0.65,0.33999999999999997,0.0
,30.0,0.98,0.6,0.18,0.37
,2.0,0.96,0.5900000000000001,0.32,0.0
,33.0,0.92,0.7200000000000001,0.08,0.36
,6.0,0.8,0.6599999999999999,0.48,0.0
,3.0,0.98,0.5000000000000001,0.51,0.0
,30.0,0.96,0.7,0.10999999999999999,0.26999999999999996
,35.0,0.88,0.89,0.030000000000000006,0.26
,8.0,0.74,0.72,0.33999999999999997,0.0
,5.0,0.86,0.58,0.45,0.0
,40.0,0.86,0.8699999999999999,0.04,0.19
,29.0,1.0,0.52,0.29,0.4
,4.0,0.84,0.68,0.38,0.0
,4.0,0.88,0.7700000000000001,0.25,0.0
,31.0,0.98,0.48,0.23000000000000004,0.45
,8.0,0.72,0.8299999999999998,0.14,0.0
,38.0,0.9400000000000001,0.75,0.06,0.28
,36.0,0.88,0.8099999999999999,0.06000000000000001,0.26999999999999996
,5.0,0.9400000000000001,0.54,0.4,0.0
,41.0,0.86,0.8699999999999999,0.06000000000000001,0.31
,34.0,0.9,0.6599999999999999,0.14,0.29
,3.0,0.96,0.32999999999999996,0.55,0.0
,37.0,0.88,0.74,0.14,0.33999999999999997
,34.0,0.92,0.7499999999999999,0.08,0.22999999999999998
,42.0,0.86,0.8,0.08,0.2800000000000001
,7.0,0.78,0.7200000000000001,0.33,0.0
,38.0,0.88,0.93,0.01,0.2
,31.0,0.96,0.65,0.11000000000000001,0.25
,39.0,0.9400000000000001,0.7100000000000001,0.12000000000000002,0.32999999999999996
,4.0,0.9,0.6399999999999999,0.35000000000000003,0.0
,1.0,1.0,0.5900000000000001,0.4,0.0
,35.0,0.9,0.79,0.04,0.21000000000000002
,32.0,0.98,0.5700000000000001,0.15,0.38
,6.0,0.8200000000000001,0.51,0.49000000000000005,0.0
,8.0,0.76,0.7299999999999999,0.32000000000000006,0.01
,40.0,0.9400000000000001,0.96,0.02,0.18
,39.0,0.88,0.7000000000000001,0.11000000000000001,0.32
,6.0,0.86,0.64,0.41,0.0
,35.0,0.92,0.86,0.08,0.22999999999999998
,5.0,0.84,0.5700000000000001,0.5,0.0
,9.0,0.74,0.7700000000000001,0.38,0.0
,4.0,0.96,0.7300000000000001,0.29000000000000004,0.0
,4.0,0.98,0.5599999999999999,0.4800000000000001,0.0
,32.0,0.96,0.6299999999999999,0.13,0.37
,6.0,0.9400000000000001,0.4600000000000001,0.4999999999999999,0.0
,40.0,0.88,0.8399999999999999,0.06,0.25
,30.0,1.0,0.48,0.31000000000000005,0.37
,7.0,0.8,0.67,0.39,0.0
,6.0,0.92,0.72,0.35,0.0
,36.0,0.9,0.8300000000000001,0.08,0.22999999999999998
,37.0,0.9,0.82,0.1,0.35
,36.0,0.92,0.78,0.09,0.30999999999999994
,5.0,0.88,0.7000000000000001,0.33999999999999997,0.0
,31.0,1.0,0.54,0.22999999999999998,0.4
,41.0,0.88,0.8300000000000001,0.04,0.35
,41.0,0.9400000000000001,0.69,0.14,0.41
,9.0,0.76,0.8099999999999999,0.25,0.0
,9.0,0.72,0.8,0.36,0.0
,5.0,0.96,0.4699999999999999,0.51,0.0
,33.0,0.98,0.48999999999999994,0.2,0.38
,34.0,0.98,0.71,0.11000000000000001,0.39
,33.0,0.96,0.64,0.21000000000000002,0.33
,8.0,0.78,0.76,0.21000000000000002,0.02
,35.0,0.98,0.69,0.14,0.33
,38.0,0.9,0.73,0.1,0.35
,32.0,1.0,0.5399999999999999,0.2799999999999999,0.43999999999999995
,42.0,0.88,0.7699999999999999,0.09,0.32999999999999996
,37.0,0.92,0.6299999999999999,0.12,0.37
,36.0,0.98,0.53,0.16999999999999998,0.41
,39.0,0.9,0.82,0.02,0.2800000000000001
,5.0,0.98,0.7,0.31999999999999995,0.0
,2.0,1.0,0.71,0.3,0.0
,34.0,0.96,0.68,0.09,0.36999999999999994
,42.0,0.9400000000000001,0.8399999999999999,0.06999999999999999,0.33999999999999997
,5.0,0.9,0.66,0.34,0.0
,37.0,0.98,0.68,0.13,0.41
,43.0,0.88,0.8400000000000001,0.08,0.25999999999999995
,43.0,0.9400000000000001,0.6599999999999999,0.16,0.36
,38.0,0.92,0.77,0.1,0.32999999999999996
,7.0,0.8200000000000001,0.7100000000000001,0.3,0.0
,7.0,0.9400000000000001,0.6500000000000001,0.32,0.02
,33.0,1.0,0.48999999999999994,0.26999999999999996,0.42000000000000004
,3.0,1.0,0.25000000000000006,0.6599999999999999,0.0
,44.0,0.9400000000000001,0.82,0.04,0.27
,6.0,0.84,0.72,0.38000000000000006,0.0
,8.0,0.8,0.6799999999999999,0.22999999999999998,0.03
,38.0,0.98,0.7,0.11000000000000001,0.33
,9.0,0.78,0.72,0.27,0.01
,40.0,0.9,0.72,0.12000000000000002,0.35000000000000003
,6.0,0.88,0.56,0.45999999999999996,0.0
,6.0,0.98,0.54,0.48999999999999994,0.0
,39.0,0.98,0.58,0.18,0.43
,7.0,0.92,0.7400000000000001,0.27999999999999997,0.01
,34.0,1.0,0.53,0.22999999999999998,0.37999999999999995
,7.0,0.86,0.75,0.39,0.0
,35.0,0.96,0.5900000000000001,0.2,0.30999999999999994
,40.0,0.98,0.7100000000000001,0.06,0.39
,10.0,0.76,0.77,0.4,0.0
,10.0,0.74,0.8400000000000001,0.21000000000000002,0.0
,6.0,0.96,0.66,0.39,0.0
,39.0,0.92,0.5199999999999999,0.26999999999999996,0.41
,8.0,0.92,0.41000000000000003,0.5799999999999998,0.07999999999999999
,10.0,0.78,0.73,0.39999999999999997,0.0
,41.0,0.9,0.7299999999999999,0.09,0.24
,8.0,0.9400000000000001,0.5699999999999998,0.5,0.05
,35.0,1.0,0.5599999999999999,0.17,0.38999999999999996
,41.0,0.98,0.5800000000000001,0.2,0.37
,45.0,0.9400000000000001,0.6599999999999999,0.15,0.39
,36.0,0.96,0.69,0.1,0.36
,8.0,0.8200000000000001,0.76,0.25,0.01
,7.0,0.98,0.56,0.35000000000000003,0.05
,42.0,0.9,0.85,0.05,0.26000000000000006
,42.0,0.98,0.59,0.18,0.38
,40.0,0.92,0.65,0.12,0.32999999999999996
,43.0,0.9,0.86,0.04,0.29
,7.0,0.96,0.5700000000000001,0.45999999999999996,0.030000000000000006
,6.0,0.9,0.6799999999999999,0.36,0.0
,7.0,0.88,0.5800000000000001,0.45,0.06999999999999999
,37.0,0.96,0.71,0.10999999999999999,0.28
,43.0,0.98,0.72,0.13,0.34
,46.0,0.9400000000000001,0.8200000000000001,0.06999999999999999,0.43
,9.0,0.9400000000000001,0.72,0.31000000000000005,0.030000000000000006
,9.0,0.92,0.53,0.3,0.11000000000000001
,41.0,0.92,0.9,0.06,0.18000000000000002
,4.0,1.0,0.6799999999999999,0.33,0.0
,44.0,0.9,0.8100000000000002,0.06999999999999999,0.35
,7.0,0.84,0.7500000000000002,0.32999999999999996,0.0
,44.0,0.98,0.72,0.04,0.37
,36.0,1.0,0.5800000000000001,0.17,0.38
,37.0,1.0,0.67,0.11000000000000001,0.37999999999999995
,8.0,0.96,0.6700000000000002,0.29,0.030000000000000006
,9.0,0.8200000000000001,0.77,0.17000000000000004,0.02
,45.0,0.98,0.7,0.05,0.39
,38.0,0.96,0.75,0.08,0.31
,11.0,0.78,0.9,0.27,0.0
,8.0,0.88,0.71,0.38,0.01
,10.0,0.9400000000000001,0.5399999999999999,0.4,0.1
,11.0,0.76,0.78,0.13,0.0
,38.0,1.0,0.4699999999999999,0.24,0.38999999999999996
,39.0,1.0,0.6500000000000001,0.1,0.43
,9.0,0.8,0.8300000000000001,0.15,0.0
,40.0,1.0,0.6300000000000001,0.15000000000000002,0.38
,8.0,0.86,0.7200000000000001,0.41999999999999993,0.0
,8.0,0.84,0.6499999999999999,0.45000000000000007,0.030000000000000006
,46.0,0.98,0.74,0.12,0.35000000000000003
,42.0,0.92,0.8099999999999999,0.1,0.32999999999999996
,8.0,0.98,0.67,0.35,0.030000000000000006
,47.0,0.98,0.76,0.09000000000000001,0.36
,9.0,0.96,0.59,0.32999999999999996,0.08
,5.0,1.0,0.5,0.35,0.0
,41.0,1.0,0.62,0.14,0.38
,42.0,1.0,0.6300000000000001,0.13999999999999999,0.4600000000000001
,39.0,0.96,0.5900000000000001,0.14,0.35
,11.0,0.9400000000000001,0.59,0.25999999999999995,0.15
,43.0,0.92,0.78,0.09000000000000001,0.36
,10.0,0.96,0.48,0.5099999999999999,0.12
,7.0,0.9,0.6300000000000001,0.26000000000000006,0.05
,10.0,0.8200000000000001,0.6900000000000001,0.2,0.030000000000000006
,9.0,0.88,0.61,0.45,0.04
,12.0,0.9400000000000001,0.39999999999999997,0.4699999999999999,0.31
,43.0,1.0,0.5900000000000001,0.13,0.35999999999999993
,48.0,0.98,0.62,0.16999999999999998,0.47000000000000003
,10.0,0.92,0.67,0.28,0.05
,9.0,0.84,0.7,0.26,0.04
,13.0,0.9400000000000001,0.41000000000000003,0.33999999999999997,0.2799999999999999
,44.0,1.0,0.56,0.18,0.45
,12.0,0.78,0.8799999999999999,0.22000000000000003,0.0
,14.0,0.9400000000000001,0.4299999999999999,0.41,0.32999999999999996
,11.0,0.96,0.63,0.27,0.16
,44.0,0.92,0.7100000000000001,0.15,0.37
,40.0,0.96,0.62,0.16999999999999998,0.36
,11.0,0.92,0.4600000000000001,0.36,0.24999999999999994
,6.0,1.0,0.45999999999999996,0.55,0.0
,45.0,1.0,0.7500000000000001,0.08,0.30999999999999994
,15.0,0.9400000000000001,0.52,0.39999999999999997,0.35
,10.0,0.8,0.78,0.23000000000000004,0.0
,46.0,1.0,0.6799999999999999,0.09999999999999999,0.38
,12.0,0.96,0.41,0.36999999999999994,0.27
,16.0,0.9400000000000001,0.44000000000000006,0.31999999999999995,0.32999999999999996
,17.0,0.9400000000000001,0.5,0.32999999999999996,0.2899999999999999
,45.0,0.92,0.71,0.06999999999999999,0.38
,9.0,0.98,0.7100000000000001,0.21000000000000005,0.030000000000000006
,41.0,0.96,0.79,0.1,0.30999999999999994
,9.0,0.86,0.7300000000000001,0.3100000000000001,0.01
,10.0,0.88,0.71,0.28,0.04
,18.0,0.9400000000000001,0.5,0.35999999999999993,0.35999999999999993
,42.0,0.96,0.7300000000000001,0.16,0.44000000000000006
,11.0,0.8200000000000001,0.8,0.16999999999999998,0.03
,12.0,0.92,0.44000000000000006,0.36999999999999994,0.26000000000000006
,47.0,1.0,0.6699999999999999,0.13999999999999999,0.39
,10.0,0.84,0.74,0.26,0.030000000000000006
,8.0,0.9,0.6799999999999999,0.33,0.06999999999999999
,19.0,0.9400000000000001,0.55,0.33999999999999997,0.37999999999999995
,13.0,0.96,0.41,0.3499999999999999,0.26
,7.0,1.0,0.5700000000000001,0.36,0.05
,43.0,0.96,0.67,0.14,0.43
,20.0,0.9400000000000001,0.53,0.28,0.3400000000000001
,13.0,0.92,0.44000000000000006,0.33999999999999997,0.33999999999999997
,48.0,1.0,0.5999999999999999,0.21000000000000002,0.48
,11.0,0.8,0.7400000000000001,0.35,0.03
,10.0,0.98,0.7100000000000001,0.22000000000000003,0.06999999999999999
,44.0,0.96,0.5900000000000001,0.17,0.41999999999999993
,9.0,0.9,0.5700000000000001,0.35,0.05
,49.0,1.0,0.7,0.1,0.41999999999999993
,11.0,0.84,0.7,0.34,0.02
,14.0,0.96,0.53,0.37,0.22000000000000003
,15.0,0.96,0.41,0.39999999999999997,0.33
,10.0,0.86,0.7899999999999999,0.18000000000000002,0.01
,14.0,0.92,0.5300000000000001,0.36,0.26999999999999996
,11.0,0.88,0.73,0.32,0.04
,8.0,1.0,0.6500000000000001,0.3,0.05
,12.0,0.8200000000000001,0.86,0.26999999999999996,0.0
,45.0,0.96,0.7100000000000001,0.13,0.38
,12.0,0.84,0.45,0.33999999999999997,0.3
,11.0,0.98,0.5399999999999999,0.32999999999999996,0.16
,12.0,0.98,0.41,0.41,0.2899999999999999
,16.0,0.96,0.47000000000000003,0.38999999999999996,0.29
,13.0,0.84,0.51,0.35,0.33999999999999997
,13.0,0.8200000000000001,0.58,0.29,0.3
,17.0,0.96,0.43,0.36,0.32999999999999996
,15.0,0.92,0.5000000000000001,0.30999999999999994,0.29999999999999993
,12.0,0.88,0.4600000000000001,0.31999999999999995,0.27999999999999997
,13.0,0.98,0.42000000000000004,0.41,0.31
,46.0,0.96,0.7,0.12999999999999998,0.36999999999999994
,14.0,0.84,0.5499999999999999,0.33999999999999997,0.36
,16.0,0.92,0.4800000000000001,0.33999999999999997,0.32999999999999996
,17.0,0.92,0.47000000000000003,0.31,0.32999999999999996
,18.0,0.92,0.5499999999999999,0.32999999999999996,0.36
,14.0,0.8200000000000001,0.6799999999999999,0.23000000000000004,0.22000000000000006
,10.0,0.9,0.7200000000000001,0.33999999999999997,0.01
,12.0,0.8,0.71,0.22000000000000003,0.03
,14.0,0.98,0.48,0.41,0.29
,18.0,0.96,0.57,0.3,0.30999999999999994
,13.0,0.88,0.45000000000000007,0.39999999999999997,0.33999999999999997
,9.0,1.0,0.7,0.32,0.03
,19.0,0.92,0.5800000000000001,0.27,0.29
,11.0,0.86,0.72,0.26,0.06
,47.0,0.96,0.6,0.25,0.43000000000000005
,15.0,0.84,0.6599999999999999,0.31,0.32999999999999996
,13.0,0.8,0.6500000000000001,0.27999999999999997,0.29999999999999993
,19.0,0.96,0.54,0.35,0.37
,20.0,0.96,0.59,0.36999999999999994,0.38999999999999996
,21.0,0.96,0.57,0.36,0.37
,10.0,1.0,0.47000000000000003,0.36,0.08
,12.0,0.86,0.62,0.31,0.24
,15.0,0.98,0.51,0.41,0.25999999999999995
,14.0,0.88,0.5399999999999999,0.41,0.31999999999999995
,13.0,0.86,0.55,0.36,0.32999999999999996
,16.0,0.98,0.47000000000000003,0.33,0.27999999999999997
,14.0,0.86,0.5700000000000001,0.3499999999999999,0.31999999999999995
,11.0,0.9,0.8300000000000001,0.13000000000000003,0.03
,17.0,0.98,0.45999999999999996,0.37,0.29999999999999993
,18.0,0.98,0.4299999999999999,0.37999999999999995,0.35999999999999993
,11.0,1.0,0.48999999999999994,0.36,0.22000000000000003
,15.0,0.88,0.5199999999999999,0.31999999999999995,0.30999999999999994
,16.0,0.88,0.58,0.32999999999999996,0.36
,17.0,0.88,0.55,0.31,0.39999999999999997
,12.0,0.9,0.37999999999999995,0.43,0.32999999999999996
,19.0,0.98,0.4499999999999999,0.33999999999999997,0.33999999999999997
,15.0,0.86,0.6299999999999999,0.31,0.32999999999999996
,16.0,0.86,0.65,0.21000000000000002,0.32999999999999996
,12.0,1.0,0.51,0.37,0.24
,20.0,0.98,0.47000000000000003,0.33999999999999997,0.33999999999999997
,13.0,0.9,0.44000000000000006,0.38,0.35999999999999993
,13.0,1.0,0.45999999999999996,0.43,0.27
,14.0,0.9,0.55,0.27,0.25
,21.0,0.98,0.51,0.36999999999999994,0.38999999999999996
,22.0,0.98,0.54,0.32999999999999996,0.37999999999999995
,15.0,0.9,0.54,0.35,0.30999999999999994
,16.0,0.9,0.51,0.3499999999999999,0.35999999999999993
,17.0,0.9,0.54,0.31,0.35
,18.0,0.9,0.59,0.26,0.37
,14.0,1.0,0.44000000000000006,0.4600000000000001,0.31
,15.0,1.0,0.37999999999999995,0.37999999999999995,0.31999999999999995
,16.0,1.0,0.52,0.39,0.25
,17.0,1.0,0.45,0.35,0.32
,18.0,1.0,0.41,0.43999999999999995,0.37
,19.0,1.0,0.41999999999999993,0.37999999999999995,0.31999999999999995
,20.0,1.0,0.43999999999999995,0.38,0.33999999999999997
,21.0,1.0,0.5,0.38999999999999996,0.38
,22.0,1.0,0.51,0.33999999999999997,0.29999999999999993
,23.0,1.0,0.4699999999999999,0.34,0.32999999999999996
