alpha,mu,participation,promote,oppose
0.28,42.0,1.0,0.0,0.08
0.34,12.0,1.0,0.0,0.0
0.32,38.0,1.0,0.0,0.11000000000000001
0.3,15.0,1.0,0.0,0.0
0.3,39.0,1.0,0.0,0.11000000000000001
0.36,10.0,1.0,0.0,0.0
0.32,14.0,1.0,0.0,0.0
0.24,47.0,1.0,0.0,0.08
0.34,37.0,1.0,0.0,0.11000000000000001
0.26,19.0,1.0,0.0,0.0
0.28,43.0,1.0,0.0,0.10000000000000002
0.32,39.0,1.0,0.0,0.08
0.26,43.0,1.0,0.0,0.08
0.34,13.0,1.0,0.0,0.0
0.36,11.0,1.0,0.0,0.0
0.3,16.0,1.0,0.0,0.0
0.3,40.0,1.0,0.0,0.08
0.32,15.0,1.0,0.0,0.0
0.34,38.0,1.0,0.0,0.08
0.26,20.0,1.0,0.0,0.0
0.32,40.0,1.0,0.0,0.08
0.3,17.0,1.0,0.0,0.0
0.24,48.0,1.0,0.0,0.12
0.36,12.0,1.0,0.0,0.0
0.28,18.0,1.0,0.0,0.0
0.26,44.0,1.0,0.0,0.10000000000000002
0.3,41.0,1.0,0.0,0.08
0.34,14.0,1.0,0.0,0.0
0.28,44.0,1.0,0.0,0.09
0.32,16.0,1.0,0.0,0.0
0.26,21.0,1.0,0.0,0.0
0.34,39.0,1.0,0.0,0.08
0.32,41.0,1.0,0.0,0.10000000000000002
0.3,18.0,1.0,0.0,0.0
0.24,49.0,1.0,0.0,0.1
0.36,13.0,1.0,0.0,0.0
0.26,45.0,1.0,0.0,0.09
0.28,19.0,1.0,0.0,0.0
0.36,32.0,1.0,0.0,0.09
0.28,45.0,1.0,0.0,0.07999999999999999
0.32,17.0,1.0,0.0,0.0
0.26,22.0,1.0,0.0,0.0
0.34,40.0,1.0,0.0,0.10000000000000002
0.32,42.0,1.0,0.0,0.09
0.3,19.0,1.0,0.0,0.0
0.36,14.0,1.0,0.0,0.0
0.26,46.0,1.0,0.0,0.07999999999999999
0.24,50.0,1.0,0.0,0.1
0.3,42.0,1.0,0.0,0.10000000000000002
0.36,33.0,1.0,0.0,0.15000000000000002
0.28,46.0,1.0,0.0,0.13
0.26,23.0,1.0,0.0,0.0
0.32,18.0,1.0,0.0,0.0
0.26,0.0,0.0,0.6699999999999999,0.0
0.34,41.0,1.0,0.0,0.09
0.32,43.0,1.0,0.0,0.07999999999999999
0.3,20.0,1.0,0.0,0.0
0.36,15.0,1.0,0.0,0.0
0.26,47.0,1.0,0.0,0.13
0.3,43.0,1.0,0.0,0.09
0.34,15.0,1.0,0.0,0.0
0.26,1.0,0.0,0.67,0.0
0.28,47.0,1.0,0.0,0.07999999999999999
0.26,24.0,1.0,0.0,0.0
0.32,19.0,1.0,0.0,0.0
0.34,42.0,1.0,0.0,0.07999999999999999
0.32,44.0,1.0,0.0,0.13
0.3,21.0,1.0,0.0,0.0
0.36,16.0,1.0,0.0,0.0
0.26,48.0,1.0,0.0,0.07999999999999999
0.28,20.0,1.0,0.0,0.0
0.34,16.0,1.0,0.0,0.0
0.36,34.0,1.0,0.0,0.1
0.28,48.0,1.0,0.0,0.14
0.26,25.0,1.0,0.0,0.0
0.32,20.0,1.0,0.0,0.0
0.34,43.0,1.0,0.0,0.13
0.32,45.0,1.0,0.0,0.07999999999999999
0.3,22.0,1.0,0.0,0.0
0.36,17.0,1.0,0.0,0.0
0.26,49.0,1.0,0.0,0.14
0.3,44.0,1.0,0.0,0.07999999999999999
0.36,35.0,1.0,0.0,0.1
0.28,49.0,1.0,0.0,0.06
0.26,26.0,1.0,0.0,0.0
0.32,21.0,1.0,0.0,0.0
0.34,44.0,1.0,0.0,0.07999999999999999
0.28,21.0,1.0,0.0,0.0
0.3,23.0,1.0,0.0,0.0
0.26,50.0,1.0,0.0,0.06
0.36,18.0,1.0,0.0,0.0
0.3,45.0,1.0,0.0,0.13
0.34,17.0,1.0,0.0,0.0
0.28,50.0,1.0,0.0,0.12999999999999998
0.26,27.0,1.0,0.0,0.0
0.28,0.0,0.0,0.71,0.0
0.32,22.0,1.0,0.0,0.0
0.34,45.0,1.0,0.0,0.14
0.32,46.0,1.0,0.0,0.14
0.3,24.0,1.0,0.0,0.0
0.36,19.0,1.0,0.0,0.0
0.36,36.0,1.0,0.0,0.11000000000000001
0.3,46.0,1.0,0.0,0.07999999999999999
0.3,0.0,0.0,0.7,0.0
0.26,28.0,1.0,0.0,0.0
0.32,23.0,1.0,0.0,0.0
0.34,46.0,1.0,0.0,0.06
0.28,22.0,1.0,0.0,0.0
0.3,25.0,1.0,0.0,0.0
0.36,20.0,1.0,0.0,0.0
0.34,18.0,1.0,0.0,0.0
0.3,47.0,1.0,0.0,0.14
0.26,29.0,1.0,0.0,0.0
0.32,24.0,1.0,0.0,0.0
0.34,47.0,1.0,0.0,0.12999999999999998
0.32,47.0,1.0,0.0,0.06
0.3,26.0,1.0,0.0,0.0
0.36,21.0,1.0,0.0,0.0
0.36,37.0,1.0,0.0,0.08
0.3,48.0,1.0,0.0,0.06
0.26,30.0,1.0,0.0,0.0
0.32,25.0,1.0,0.0,0.0
0.34,48.0,1.0,0.0,0.08
0.28,23.0,1.0,0.0,0.0
0.36,22.0,1.0,0.0,0.0
0.3,27.0,1.0,0.0,0.0
0.34,19.0,1.0,0.0,0.0
0.3,49.0,1.0,0.0,0.12999999999999998
0.26,31.0,1.0,0.0,0.10999999999999999
0.32,26.0,1.0,0.0,0.0
0.34,49.0,1.0,0.0,0.14
0.32,48.0,1.0,0.0,0.12999999999999998
0.36,23.0,1.0,0.0,0.0
0.3,28.0,1.0,0.0,0.0
0.36,38.0,1.0,0.0,0.08
0.3,50.0,1.0,0.0,0.08
0.26,32.0,1.0,0.0,0.030000000000000006
0.32,27.0,1.0,0.0,0.0
0.28,24.0,1.0,0.0,0.0
0.34,50.0,1.0,0.0,0.13
0.36,24.0,1.0,0.0,0.0
0.3,29.0,1.0,0.0,0.0
0.36,39.0,1.0,0.0,0.10000000000000002
0.34,20.0,1.0,0.0,0.0
0.26,33.0,1.0,0.0,0.08
0.32,28.0,1.0,0.0,0.0
0.32,49.0,1.0,0.0,0.08
0.36,25.0,1.0,0.0,0.0
0.3,30.0,1.0,0.0,0.0
0.36,40.0,1.0,0.0,0.09
0.26,34.0,1.0,0.0,0.07
0.32,29.0,1.0,0.0,0.0
0.28,25.0,1.0,0.0,0.0
0.36,26.0,1.0,0.0,0.0
0.3,31.0,1.0,0.0,0.08
0.36,41.0,1.0,0.0,0.07999999999999999
0.26,35.0,1.0,0.0,0.12000000000000002
0.32,30.0,1.0,0.0,0.0
0.32,50.0,1.0,0.0,0.14
0.36,27.0,1.0,0.0,0.0
0.3,32.0,1.0,0.0,0.07
0.36,42.0,1.0,0.0,0.13
0.26,36.0,1.0,0.0,0.07
0.32,31.0,1.0,0.0,0.07
0.28,26.0,1.0,0.0,0.0
0.36,28.0,1.0,0.0,0.0
0.34,21.0,1.0,0.0,0.0
0.3,33.0,1.0,0.0,0.12000000000000002
0.36,43.0,1.0,0.0,0.07999999999999999
0.32,32.0,1.0,0.0,0.12000000000000002
0.36,29.0,1.0,0.0,0.0
0.34,22.0,1.0,0.0,0.0
0.3,34.0,1.0,0.0,0.07
0.36,44.0,1.0,0.0,0.14
0.32,33.0,1.0,0.0,0.07
0.36,30.0,1.0,0.0,0.0
0.28,27.0,1.0,0.0,0.0
0.36,45.0,1.0,0.0,0.06
0.36,31.0,1.0,0.0,0.07
0.28,28.0,1.0,0.0,0.0
0.36,46.0,1.0,0.0,0.12999999999999998
0.34,23.0,1.0,0.0,0.0
0.28,29.0,1.0,0.0,0.0
0.36,47.0,1.0,0.0,0.08
0.34,24.0,1.0,0.0,0.0
0.38,31.0,1.0,0.0,0.13999999999999999
0.28,30.0,1.0,0.0,0.0
0.36,48.0,1.0,0.0,0.14
0.34,25.0,1.0,0.0,0.0
0.38,32.0,1.0,0.0,0.13
0.36,49.0,1.0,0.0,0.13
0.34,26.0,1.0,0.0,0.0
0.38,33.0,1.0,0.0,0.1
0.28,31.0,1.0,0.0,0.030000000000000006
0.34,27.0,1.0,0.0,0.0
0.36,50.0,1.0,0.0,0.09
0.38,34.0,1.0,0.0,0.09
0.28,32.0,1.0,0.0,0.08
0.34,28.0,1.0,0.0,0.0
0.4,30.0,1.0,0.0,0.0
0.38,35.0,1.0,0.0,0.09
0.28,33.0,1.0,0.0,0.07
0.4,31.0,1.0,0.0,0.13
0.38,36.0,1.0,0.0,0.09
0.28,34.0,1.0,0.0,0.12000000000000002
0.38,37.0,1.0,0.0,0.04
0.28,35.0,1.0,0.0,0.07
0.34,29.0,1.0,0.0,0.0
0.4,32.0,1.0,0.0,0.1
0.38,38.0,1.0,0.0,0.06999999999999999
0.4,33.0,1.0,0.0,0.09
0.38,39.0,1.0,0.0,0.07999999999999999
0.34,30.0,1.0,0.0,0.0
0.38,40.0,1.0,0.0,0.12
0.4,34.0,1.0,0.0,0.09
0.38,41.0,1.0,0.0,0.10999999999999999
0.34,31.0,1.0,0.0,0.12000000000000002
0.38,42.0,1.0,0.0,0.15
0.34,32.0,1.0,0.0,0.07
0.38,43.0,1.0,0.0,0.07999999999999999
0.38,44.0,1.0,0.0,0.13
0.4,35.0,1.0,0.0,0.09
0.38,45.0,1.0,0.0,0.06999999999999999
0.4,36.0,1.0,0.0,0.04
0.38,46.0,1.0,0.0,0.11000000000000001
0.42,29.0,1.0,0.0,0.0
0.38,47.0,1.0,0.0,0.08
0.42,30.0,1.0,0.0,0.0
0.38,48.0,1.0,0.0,0.09
0.38,49.0,1.0,0.0,0.14
0.4,37.0,1.0,0.0,0.06999999999999999
0.38,50.0,1.0,0.0,0.15
0.42,31.0,1.0,0.0,0.1
0.42,32.0,1.0,0.0,0.09
0.4,38.0,1.0,0.0,0.07999999999999999
0.42,33.0,1.0,0.0,0.09
0.4,39.0,1.0,0.0,0.12
0.42,34.0,1.0,0.0,0.09
0.4,40.0,1.0,0.0,0.10999999999999999
0.42,35.0,1.0,0.0,0.04
0.4,41.0,1.0,0.0,0.15
0.4,42.0,1.0,0.0,0.07999999999999999
0.42,36.0,1.0,0.0,0.06999999999999999
0.4,43.0,1.0,0.0,0.13
0.4,44.0,1.0,0.0,0.06999999999999999
0.42,37.0,1.0,0.0,0.07999999999999999
0.4,45.0,1.0,0.0,0.11000000000000001
0.4,46.0,1.0,0.0,0.08
0.4,47.0,1.0,0.0,0.09
0.4,48.0,1.0,0.0,0.14
0.42,38.0,1.0,0.0,0.12
0.4,49.0,1.0,0.0,0.15
0.42,39.0,1.0,0.0,0.10999999999999999
0.4,50.0,1.0,0.0,0.09999999999999999
0.42,40.0,1.0,0.0,0.15
0.42,41.0,1.0,0.0,0.07999999999999999
0.42,42.0,1.0,0.0,0.13
0.42,43.0,1.0,0.0,0.06999999999999999
0.42,44.0,1.0,0.0,0.11000000000000001
0.42,45.0,1.0,0.0,0.08
0.42,46.0,1.0,0.0,0.09
0.42,47.0,1.0,0.0,0.14
0.42,48.0,1.0,0.0,0.15
0.42,49.0,1.0,0.0,0.09999999999999999
0.42,50.0,1.0,0.0,0.15000000000000002
0.14,4.0,0.36,0.72,0.0
0.28,1.0,0.030000000000000006,0.63,0.0
0.18,3.0,0.22999999999999998,0.77,0.0
0.36,0.0,0.02,0.61,0.0
0.2,3.0,0.27,0.73,0.0
0.3,1.0,0.12,0.6399999999999999,0.0
0.22,2.0,0.17,0.7699999999999999,0.0
0.32,0.0,0.03,0.68,0.0
0.34,0.0,0.1,0.65,0.0
0.08,5.0,0.4999999999999999,0.72,0.0
0.24,3.0,0.36,0.5799999999999998,0.0
0.32,1.0,0.22999999999999998,0.65,0.0
0.16,4.0,0.57,0.6599999999999999,0.0
0.22,3.0,0.35000000000000003,0.6300000000000001,0.0
0.28,2.0,0.19000000000000003,0.57,0.0
0.26,2.0,0.26,0.6699999999999999,0.0
0.02,6.0,0.7200000000000001,0.43999999999999995,0.0
0.02,7.0,1.0,0.0,0.0
0.02,8.0,1.0,0.0,0.0
0.02,9.0,1.0,0.0,0.0
0.02,10.0,1.0,0.0,0.0
0.02,11.0,1.0,0.0,0.0
0.02,12.0,1.0,0.0,0.0
0.02,13.0,1.0,0.0,0.0
0.02,14.0,1.0,0.0,0.0
0.02,15.0,1.0,0.0,0.0
0.02,16.0,1.0,0.0,0.0
0.02,17.0,1.0,0.0,0.0
0.02,18.0,1.0,0.0,0.0
0.02,19.0,1.0,0.0,0.0
0.02,20.0,1.0,0.0,0.0
0.02,21.0,1.0,0.0,0.0
0.02,22.0,1.0,0.0,0.0
0.02,23.0,1.0,0.0,0.0
0.44,28.0,1.0,0.0,0.0
0.44,29.0,1.0,0.0,0.0
0.44,30.0,1.0,0.0,0.0
0.44,31.0,1.0,0.0,0.12
0.44,32.0,1.0,0.0,0.07
0.44,33.0,1.0,0.0,0.10999999999999999
0.44,34.0,1.0,0.0,0.11000000000000001
0.44,35.0,1.0,0.0,0.06
0.44,36.0,1.0,0.0,0.15
0.44,37.0,1.0,0.0,0.09
0.44,38.0,1.0,0.0,0.06
0.44,39.0,1.0,0.0,0.18000000000000002
0.44,40.0,1.0,0.0,0.15000000000000002
0.44,41.0,1.0,0.0,0.09000000000000001
0.44,42.0,1.0,0.0,0.09
0.44,43.0,1.0,0.0,0.09
0.44,44.0,1.0,0.0,0.1
0.44,45.0,1.0,0.0,0.08
0.44,46.0,1.0,0.0,0.04
0.44,47.0,1.0,0.0,0.10999999999999999
0.44,48.0,1.0,0.0,0.09
0.44,49.0,1.0,0.0,0.13
0.44,50.0,1.0,0.0,0.13999999999999999
0.3,2.0,0.37,0.5799999999999998,0.0
0.38,0.0,0.27999999999999997,0.57,0.0
0.44,0.0,0.35,0.51,0.0
0.1,5.0,0.5799999999999998,0.6,0.0
0.4,0.0,0.4400000000000001,0.5,0.0
0.04,6.0,0.76,0.29,0.0
0.04,7.0,1.0,0.0,0.0
0.04,8.0,1.0,0.0,0.0
0.04,9.0,1.0,0.0,0.0
0.04,10.0,1.0,0.0,0.0
0.04,11.0,1.0,0.0,0.0
0.04,12.0,1.0,0.0,0.0
0.04,13.0,1.0,0.0,0.0
0.04,14.0,1.0,0.0,0.0
0.04,15.0,1.0,0.0,0.0
0.04,16.0,1.0,0.0,0.0
0.04,17.0,1.0,0.0,0.0
0.04,18.0,1.0,0.0,0.0
0.04,19.0,1.0,0.0,0.0
0.04,20.0,1.0,0.0,0.0
0.04,21.0,1.0,0.0,0.0
0.04,22.0,1.0,0.0,0.0
0.18,4.0,0.6,0.5999999999999999,0.0
0.12,5.0,0.66,0.58,0.0
0.42,0.0,0.41999999999999993,0.45999999999999996,0.0
0.2,4.0,0.5700000000000001,0.47000000000000003,0.0
0.36,1.0,0.5499999999999999,0.48,0.0
0.38,6.0,0.9,0.17,0.0
0.38,7.0,1.0,0.0,0.0
0.38,8.0,1.0,0.0,0.0
0.38,9.0,1.0,0.0,0.0
0.38,10.0,1.0,0.0,0.0
0.38,11.0,1.0,0.0,0.0
0.38,12.0,1.0,0.0,0.0
0.38,13.0,1.0,0.0,0.0
0.14,5.0,0.59,0.4900000000000001,0.0
0.38,14.0,1.0,0.0,0.0
0.34,1.0,0.35000000000000003,0.59,0.0
0.38,15.0,1.0,0.0,0.0
0.42,4.0,0.82,0.29000000000000004,0.0
0.38,16.0,1.0,0.0,0.0
0.38,17.0,1.0,0.0,0.0
0.38,18.0,1.0,0.0,0.0
0.38,19.0,1.0,0.0,0.0
0.38,20.0,1.0,0.0,0.0
0.38,21.0,1.0,0.0,0.0
0.38,22.0,1.0,0.0,0.0
0.38,23.0,1.0,0.0,0.0
0.38,24.0,1.0,0.0,0.0
0.38,25.0,1.0,0.0,0.0
0.38,26.0,1.0,0.0,0.0
0.38,27.0,1.0,0.0,0.0
0.38,28.0,1.0,0.0,0.0
0.38,29.0,1.0,0.0,0.0
0.38,30.0,1.0,0.0,0.0
0.44,3.0,0.74,0.31000000000000005,0.0
0.46,27.0,1.0,0.0,0.0
0.46,28.0,1.0,0.0,0.0
0.46,29.0,1.0,0.0,0.0
0.46,30.0,1.0,0.0,0.0
0.46,31.0,1.0,0.0,0.13
0.46,32.0,1.0,0.0,0.12
0.46,33.0,1.0,0.0,0.1
0.46,34.0,1.0,0.0,0.06
0.46,35.0,1.0,0.0,0.13
0.4,5.0,0.8,0.2800000000000001,0.0
0.46,36.0,1.0,0.0,0.08
0.46,37.0,1.0,0.0,0.13999999999999999
0.46,38.0,1.0,0.0,0.10999999999999999
0.46,39.0,1.0,0.0,0.09
0.46,40.0,1.0,0.0,0.07999999999999999
0.46,41.0,1.0,0.0,0.12000000000000002
0.46,42.0,1.0,0.0,0.11000000000000001
0.46,43.0,1.0,0.0,0.11000000000000003
0.06,6.0,0.7399999999999999,0.28,0.0
0.46,44.0,1.0,0.0,0.14
0.46,45.0,1.0,0.0,0.11000000000000001
0.46,46.0,1.0,0.0,0.06
0.06,7.0,1.0,0.0,0.0
0.46,47.0,1.0,0.0,0.14
0.06,8.0,1.0,0.0,0.0
0.06,9.0,1.0,0.0,0.0
0.46,48.0,1.0,0.0,0.1
0.06,10.0,1.0,0.0,0.0
0.06,11.0,1.0,0.0,0.0
0.46,49.0,1.0,0.0,0.07
0.06,12.0,1.0,0.0,0.0
0.46,50.0,1.0,0.0,0.15000000000000002
0.06,13.0,1.0,0.0,0.0
0.06,14.0,1.0,0.0,0.0
0.06,15.0,1.0,0.0,0.0
0.06,16.0,1.0,0.0,0.0
0.06,17.0,1.0,0.0,0.0
0.06,18.0,1.0,0.0,0.0
0.06,19.0,1.0,0.0,0.0
0.06,20.0,1.0,0.0,0.0
0.06,21.0,1.0,0.0,0.0
0.32,2.0,0.5,0.5399999999999999,0.0
0.08,6.0,0.8200000000000001,0.22000000000000003,0.0
0.08,7.0,1.0,0.0,0.0
0.08,8.0,1.0,0.0,0.0
0.08,9.0,1.0,0.0,0.0
0.08,10.0,1.0,0.0,0.0
0.08,11.0,1.0,0.0,0.0
0.08,12.0,1.0,0.0,0.0
0.08,13.0,1.0,0.0,0.0
0.08,14.0,1.0,0.0,0.0
0.08,15.0,1.0,0.0,0.0
0.08,16.0,1.0,0.0,0.0
0.08,17.0,1.0,0.0,0.0
0.08,18.0,1.0,0.0,0.0
0.08,19.0,1.0,0.0,0.0
0.08,20.0,1.0,0.0,0.0
0.48,26.0,1.0,0.0,0.0
0.48,27.0,1.0,0.0,0.0
0.48,28.0,1.0,0.0,0.0
0.48,29.0,1.0,0.0,0.0
0.48,30.0,1.0,0.0,0.0
0.48,31.0,1.0,0.0,0.09
0.48,32.0,1.0,0.0,0.11000000000000001
0.48,33.0,1.0,0.0,0.07999999999999999
0.48,34.0,1.0,0.0,0.09
0.48,35.0,1.0,0.0,0.16
0.48,36.0,1.0,0.0,0.06000000000000001
0.48,37.0,1.0,0.0,0.11000000000000001
0.48,38.0,1.0,0.0,0.09999999999999999
0.48,39.0,1.0,0.0,0.06
0.48,40.0,1.0,0.0,0.07999999999999999
0.48,41.0,1.0,0.0,0.10000000000000002
0.48,42.0,1.0,0.0,0.06999999999999999
0.48,43.0,1.0,0.0,0.1
0.48,44.0,1.0,0.0,0.05
0.48,45.0,1.0,0.0,0.1
0.48,46.0,1.0,0.0,0.1
0.48,47.0,1.0,0.0,0.19000000000000003
0.48,48.0,1.0,0.0,0.07999999999999999
0.48,49.0,1.0,0.0,0.05
0.48,50.0,1.0,0.0,0.08
0.24,4.0,0.6300000000000001,0.61,0.0
0.28,3.0,0.56,0.53,0.0
0.38,1.0,0.39,0.52,0.0
0.26,3.0,0.56,0.52,0.0
0.16,5.0,0.72,0.47000000000000003,0.0
0.46,0.0,0.56,0.43999999999999995,0.0
0.22,4.0,0.6300000000000001,0.43999999999999995,0.0
0.3,3.0,0.5999999999999999,0.48999999999999994,0.0
0.4,1.0,0.55,0.4600000000000001,0.0
0.44,1.0,0.5,0.51,0.0
0.2,5.0,0.6900000000000001,0.36,0.0
0.1,6.0,0.85,0.22000000000000003,0.0
0.1,7.0,1.0,0.0,0.0
0.1,8.0,1.0,0.0,0.0
0.1,9.0,1.0,0.0,0.0
0.1,10.0,1.0,0.0,0.0
0.1,11.0,1.0,0.0,0.0
0.1,12.0,1.0,0.0,0.0
0.1,13.0,1.0,0.0,0.0
0.1,14.0,1.0,0.0,0.0
0.1,15.0,1.0,0.0,0.0
0.1,16.0,1.0,0.0,0.0
0.1,17.0,1.0,0.0,0.0
0.1,18.0,1.0,0.0,0.0
0.1,19.0,1.0,0.0,0.0
0.5,25.0,1.0,0.0,0.0
0.5,26.0,1.0,0.0,0.0
0.5,27.0,1.0,0.0,0.0
0.5,28.0,1.0,0.0,0.0
0.5,29.0,1.0,0.0,0.0
0.5,30.0,1.0,0.0,0.0
0.5,31.0,1.0,0.0,0.11000000000000001
0.5,32.0,1.0,0.0,0.08
0.5,33.0,1.0,0.0,0.09
0.5,34.0,1.0,0.0,0.13
0.5,35.0,1.0,0.0,0.08
0.5,36.0,1.0,0.0,0.10999999999999999
0.5,37.0,1.0,0.0,0.06999999999999999
0.5,38.0,1.0,0.0,0.13999999999999999
0.5,39.0,1.0,0.0,0.1
0.5,40.0,1.0,0.0,0.06999999999999999
0.5,41.0,1.0,0.0,0.18
0.5,42.0,1.0,0.0,0.15000000000000002
0.5,43.0,1.0,0.0,0.15
0.5,44.0,1.0,0.0,0.08
0.5,45.0,1.0,0.0,0.16000000000000003
0.5,46.0,1.0,0.0,0.10999999999999999
0.5,47.0,1.0,0.0,0.09999999999999999
0.5,48.0,1.0,0.0,0.17
0.5,49.0,1.0,0.0,0.10999999999999999
0.5,50.0,1.0,0.0,0.10999999999999999
0.46,2.0,0.73,0.47000000000000003,0.0
0.18,5.0,0.67,0.37,0.0
0.12,6.0,0.8800000000000001,0.21000000000000002,0.0
0.12,7.0,1.0,0.0,0.0
0.12,8.0,1.0,0.0,0.0
0.12,9.0,1.0,0.0,0.0
0.12,10.0,1.0,0.0,0.0
0.12,11.0,1.0,0.0,0.0
0.12,12.0,1.0,0.0,0.0
0.12,13.0,1.0,0.0,0.0
0.12,14.0,1.0,0.0,0.0
0.12,15.0,1.0,0.0,0.0
0.12,16.0,1.0,0.0,0.0
0.12,17.0,1.0,0.0,0.0
0.12,18.0,1.0,0.0,0.0
0.52,24.0,1.0,0.0,0.0
0.52,25.0,1.0,0.0,0.0
0.52,26.0,1.0,0.0,0.0
0.52,27.0,1.0,0.0,0.0
0.52,28.0,1.0,0.0,0.0
0.52,29.0,1.0,0.0,0.0
0.52,30.0,1.0,0.0,0.0
0.52,31.0,1.0,0.0,0.09
0.52,32.0,1.0,0.0,0.09
0.52,33.0,1.0,0.0,0.06
0.52,34.0,1.0,0.0,0.15
0.52,35.0,1.0,0.0,0.09000000000000001
0.52,36.0,1.0,0.0,0.1
0.52,37.0,1.0,0.0,0.09
0.52,38.0,1.0,0.0,0.05
