alpha,mu,participation,promote,oppose
0.5,5.0,0.8800000000000001,0.18,0.0
0.8200000000000001,2.0,0.9100000000000001,0.07999999999999999,0.0
0.92,35.0,0.9100000000000001,0.030000000000000006,0.13
0.9,46.0,0.95,0.0,0.12
0.9,47.0,0.96,0.01,0.08
0.9,48.0,0.9800000000000001,0.0,0.12
0.9,49.0,1.0,0.0,0.09
0.9,50.0,1.0,0.0,0.07
0.84,2.0,0.8900000000000002,0.09999999999999999,0.0
0.64,4.0,0.82,0.09,0.0
0.76,3.0,0.93,0.06,0.0
0.62,4.0,0.8700000000000001,0.12,0.0
0.92,36.0,0.99,0.0,0.04
0.66,4.0,0.8400000000000001,0.07999999999999999,0.0
0.86,2.0,0.9000000000000001,0.09,0.0
0.78,3.0,0.8900000000000002,0.09,0.0
0.6,5.0,0.89,0.18,0.0
0.58,5.0,0.75,0.27,0.0
0.7000000000000001,4.0,0.9,0.14,0.0
0.92,37.0,0.8,0.11000000000000001,0.18
0.88,2.0,0.9200000000000002,0.06999999999999999,0.0
0.9,6.0,0.8699999999999999,0.33999999999999997,0.0
0.9,7.0,1.0,0.0,0.0
0.9,8.0,1.0,0.0,0.0
0.9,9.0,1.0,0.0,0.0
0.9,10.0,1.0,0.0,0.0
0.9,11.0,1.0,0.0,0.0
0.9,12.0,1.0,0.0,0.0
0.9,13.0,1.0,0.0,0.0
0.9,14.0,1.0,0.0,0.0
0.9,15.0,1.0,0.0,0.0
0.9,16.0,1.0,0.0,0.0
0.9,17.0,1.0,0.0,0.0
0.9,18.0,1.0,0.0,0.0
0.9,19.0,1.0,0.0,0.0
0.9,20.0,1.0,0.0,0.0
0.9,21.0,1.0,0.0,0.0
0.9,22.0,1.0,0.0,0.0
0.9,23.0,1.0,0.0,0.0
0.9,24.0,1.0,0.0,0.0
0.9,25.0,1.0,0.0,0.0
0.9,26.0,1.0,0.0,0.0
0.9,27.0,1.0,0.0,0.0
0.68,4.0,0.8700000000000001,0.09,0.0
0.9,28.0,1.0,0.0,0.0
0.9,29.0,1.0,0.0,0.0
0.8,3.0,0.9100000000000001,0.06999999999999999,0.0
0.9400000000000001,28.0,0.86,0.030000000000000006,0.05
0.56,5.0,0.9099999999999999,0.29,0.0
0.9400000000000001,29.0,0.9,0.06,0.08
0.9400000000000001,30.0,0.8800000000000001,0.08,0.12
0.52,5.0,0.76,0.37,0.0
0.72,4.0,0.8600000000000001,0.09,0.0
0.9400000000000001,3.0,0.9100000000000001,0.07999999999999999,0.0
0.54,5.0,0.8300000000000001,0.2,0.0
0.9,1.0,0.9100000000000001,0.09,0.0
0.92,38.0,0.9600000000000002,0.05,0.09
0.92,5.0,0.76,0.42000000000000004,0.0
0.5,6.0,0.82,0.32,0.0
0.5,7.0,1.0,0.0,0.0
0.5,8.0,1.0,0.0,0.0
0.5,9.0,1.0,0.0,0.0
0.5,10.0,1.0,0.0,0.0
0.5,11.0,1.0,0.0,0.0
0.5,12.0,1.0,0.0,0.0
0.5,13.0,1.0,0.0,0.0
0.5,14.0,1.0,0.0,0.0
0.5,15.0,1.0,0.0,0.0
0.5,16.0,1.0,0.0,0.0
0.5,17.0,1.0,0.0,0.0
0.5,18.0,1.0,0.0,0.0
0.5,19.0,1.0,0.0,0.0
0.5,20.0,1.0,0.0,0.0
0.5,21.0,1.0,0.0,0.0
0.5,22.0,1.0,0.0,0.0
0.5,23.0,1.0,0.0,0.0
0.5,24.0,1.0,0.0,0.0
0.92,39.0,0.89,0.05,0.14000000000000004
0.9400000000000001,31.0,0.85,0.04,0.12
0.74,4.0,0.8500000000000002,0.15000000000000002,0.0
0.64,5.0,0.78,0.15000000000000002,0.0
0.76,4.0,0.8400000000000001,0.09,0.0
0.8200000000000001,3.0,0.9000000000000001,0.09999999999999999,0.0
0.92,0.0,0.9000000000000001,0.09,0.0
0.92,40.0,0.74,0.11000000000000001,0.25
0.9400000000000001,32.0,1.0,0.01,0.04
0.66,5.0,0.9099999999999999,0.14999999999999997,0.0
0.84,3.0,0.89,0.09,0.0
0.62,5.0,0.79,0.25,0.0
0.9400000000000001,33.0,0.95,0.02,0.07
0.78,4.0,0.86,0.13,0.0
0.92,41.0,0.8099999999999999,0.1,0.2
0.92,42.0,0.99,0.0,0.04
0.86,3.0,0.93,0.05,0.0
0.58,6.0,0.85,0.24,0.0
0.58,7.0,1.0,0.0,0.0
0.58,8.0,1.0,0.0,0.0
0.58,9.0,1.0,0.0,0.0
0.58,10.0,1.0,0.0,0.0
0.58,11.0,1.0,0.0,0.0
0.58,12.0,1.0,0.0,0.0
0.58,13.0,1.0,0.0,0.0
0.58,14.0,1.0,0.0,0.0
0.58,15.0,1.0,0.0,0.0
0.58,16.0,1.0,0.0,0.0
0.58,17.0,1.0,0.0,0.0
0.58,18.0,1.0,0.0,0.0
0.58,19.0,1.0,0.0,0.0
0.58,20.0,1.0,0.0,0.0
0.96,27.0,1.0,0.0,0.0
0.96,28.0,1.0,0.0,0.0
0.6,6.0,0.86,0.26999999999999996,0.0
0.6,7.0,1.0,0.0,0.0
0.6,8.0,1.0,0.0,0.0
0.6,9.0,1.0,0.0,0.0
0.6,10.0,1.0,0.0,0.0
0.6,11.0,1.0,0.0,0.0
0.6,12.0,1.0,0.0,0.0
0.6,13.0,1.0,0.0,0.0
0.6,14.0,1.0,0.0,0.0
0.6,15.0,1.0,0.0,0.0
0.6,16.0,1.0,0.0,0.0
0.6,17.0,1.0,0.0,0.0
0.6,18.0,1.0,0.0,0.0
0.6,19.0,1.0,0.0,0.0
0.92,43.0,0.99,0.05,0.09
0.9400000000000001,34.0,0.9299999999999999,0.02,0.13
0.96,29.0,0.9400000000000001,0.03,0.03
0.96,30.0,1.0,0.0,0.0
0.7000000000000001,5.0,0.8100000000000002,0.32,0.0
0.92,44.0,0.95,0.03,0.11000000000000001
0.88,3.0,0.9400000000000001,0.06,0.0
0.56,6.0,0.78,0.24000000000000005,0.0
0.56,7.0,1.0,0.0,0.0
0.56,8.0,1.0,0.0,0.0
0.56,9.0,1.0,0.0,0.0
0.56,10.0,1.0,0.0,0.0
0.56,11.0,1.0,0.0,0.0
0.56,12.0,1.0,0.0,0.0
0.56,13.0,1.0,0.0,0.0
0.56,14.0,1.0,0.0,0.0
0.56,15.0,1.0,0.0,0.0
0.56,16.0,1.0,0.0,0.0
0.56,17.0,1.0,0.0,0.0
0.56,18.0,1.0,0.0,0.0
0.56,19.0,1.0,0.0,0.0
0.8,4.0,0.85,0.10999999999999999,0.0
0.56,20.0,1.0,0.0,0.0
0.56,21.0,1.0,0.0,0.0
0.98,26.0,1.0,0.0,0.0
0.68,5.0,0.79,0.35,0.0
0.98,27.0,1.0,0.0,0.0
0.98,28.0,1.0,0.0,0.0
0.98,29.0,1.0,0.0,0.0
0.72,5.0,0.7500000000000001,0.45999999999999996,0.0
0.98,30.0,1.0,0.0,0.0
0.52,6.0,0.85,0.21000000000000002,0.0
0.52,7.0,1.0,0.0,0.0
0.52,8.0,1.0,0.0,0.0
0.52,9.0,1.0,0.0,0.0
0.52,10.0,1.0,0.0,0.0
0.52,11.0,1.0,0.0,0.0
0.52,12.0,1.0,0.0,0.0
0.52,13.0,1.0,0.0,0.0
0.52,14.0,1.0,0.0,0.0
0.52,15.0,1.0,0.0,0.0
0.52,16.0,1.0,0.0,0.0
0.52,17.0,1.0,0.0,0.0
0.52,18.0,1.0,0.0,0.0
0.52,19.0,1.0,0.0,0.0
0.52,20.0,1.0,0.0,0.0
0.52,21.0,1.0,0.0,0.0
0.52,22.0,1.0,0.0,0.0
0.54,6.0,0.76,0.41999999999999993,0.0
0.52,23.0,1.0,0.0,0.0
0.54,7.0,1.0,0.0,0.0
0.54,8.0,1.0,0.0,0.0
0.54,9.0,1.0,0.0,0.0
0.54,10.0,1.0,0.0,0.0
0.54,11.0,1.0,0.0,0.0
0.54,12.0,1.0,0.0,0.0
0.54,13.0,1.0,0.0,0.0
0.54,14.0,1.0,0.0,0.0
0.54,15.0,1.0,0.0,0.0
0.54,16.0,1.0,0.0,0.0
0.54,17.0,1.0,0.0,0.0
0.54,18.0,1.0,0.0,0.0
0.54,19.0,1.0,0.0,0.0
0.54,20.0,1.0,0.0,0.0
0.54,21.0,1.0,0.0,0.0
0.54,22.0,1.0,0.0,0.0
0.9400000000000001,4.0,0.8099999999999999,0.09999999999999999,0.0
0.9,2.0,0.8700000000000001,0.09,0.0
0.92,45.0,0.97,0.04,0.14
0.92,46.0,1.0,0.0,0.08
0.92,47.0,1.0,0.0,0.09
0.92,48.0,1.0,0.0,0.07999999999999999
0.9400000000000001,35.0,0.9,0.07,0.11000000000000001
0.92,6.0,0.82,0.2,0.0
0.92,7.0,1.0,0.0,0.0
0.92,8.0,1.0,0.0,0.0
0.92,9.0,1.0,0.0,0.0
0.92,10.0,1.0,0.0,0.0
0.92,11.0,1.0,0.0,0.0
0.92,12.0,1.0,0.0,0.0
0.92,13.0,1.0,0.0,0.0
0.92,14.0,1.0,0.0,0.0
0.92,15.0,1.0,0.0,0.0
0.92,16.0,1.0,0.0,0.0
0.92,17.0,1.0,0.0,0.0
0.92,18.0,1.0,0.0,0.0
0.92,19.0,1.0,0.0,0.0
0.92,20.0,1.0,0.0,0.0
0.92,21.0,1.0,0.0,0.0
0.92,22.0,1.0,0.0,0.0
0.92,23.0,1.0,0.0,0.0
0.92,24.0,1.0,0.0,0.0
0.92,25.0,1.0,0.0,0.0
0.9400000000000001,36.0,0.9199999999999999,0.01,0.05
0.92,26.0,0.96,0.04,0.06
0.92,27.0,1.0,0.0,0.0
0.92,49.0,0.96,0.06999999999999999,0.14
0.96,2.0,0.9000000000000001,0.09999999999999999,0.0
0.92,28.0,0.9400000000000001,0.03,0.04
0.8200000000000001,4.0,0.8399999999999999,0.1,0.0
0.9400000000000001,37.0,0.9199999999999999,0.01,0.08
0.74,5.0,0.85,0.25000000000000006,0.0
0.64,6.0,0.9099999999999999,0.19,0.0
0.64,7.0,1.0,0.0,0.0
0.64,8.0,1.0,0.0,0.0
0.64,9.0,1.0,0.0,0.0
0.64,10.0,1.0,0.0,0.0
0.64,11.0,1.0,0.0,0.0
0.64,12.0,1.0,0.0,0.0
0.64,13.0,1.0,0.0,0.0
0.64,14.0,1.0,0.0,0.0
0.64,15.0,1.0,0.0,0.0
0.64,16.0,1.0,0.0,0.0
0.64,17.0,1.0,0.0,0.0
0.92,50.0,0.96,0.03,0.11000000000000001
0.76,5.0,0.8699999999999999,0.2,0.0
0.92,1.0,0.8800000000000001,0.13,0.0
0.66,6.0,0.85,0.23000000000000004,0.0
0.66,7.0,1.0,0.0,0.0
0.66,8.0,1.0,0.0,0.0
0.66,9.0,1.0,0.0,0.0
0.66,10.0,1.0,0.0,0.0
0.66,11.0,1.0,0.0,0.0
0.66,12.0,1.0,0.0,0.0
0.66,13.0,1.0,0.0,0.0
0.66,14.0,1.0,0.0,0.0
0.66,15.0,1.0,0.0,0.0
0.66,16.0,1.0,0.0,0.0
0.9400000000000001,38.0,0.9400000000000001,0.02,0.09
0.62,6.0,0.8200000000000001,0.24000000000000005,0.0
0.62,7.0,1.0,0.0,0.0
0.62,8.0,1.0,0.0,0.0
0.62,9.0,1.0,0.0,0.0
0.62,10.0,1.0,0.0,0.0
0.62,11.0,1.0,0.0,0.0
0.62,12.0,1.0,0.0,0.0
0.62,13.0,1.0,0.0,0.0
0.62,14.0,1.0,0.0,0.0
0.62,15.0,1.0,0.0,0.0
0.62,16.0,1.0,0.0,0.0
0.62,17.0,1.0,0.0,0.0
0.62,18.0,1.0,0.0,0.0
0.84,4.0,0.8600000000000001,0.09,0.0
0.78,5.0,0.9199999999999999,0.24,0.0
0.86,4.0,0.85,0.07999999999999999,0.0
0.98,31.0,0.5700000000000001,0.13000000000000003,0.23000000000000004
0.96,31.0,0.58,0.22000000000000003,0.21999999999999997
0.88,4.0,0.9000000000000001,0.06999999999999999,0.0
0.98,1.0,0.9100000000000001,0.09,0.0
0.68,6.0,0.8299999999999998,0.27,0.0
0.68,7.0,1.0,0.0,0.0
0.68,8.0,1.0,0.0,0.0
0.68,9.0,1.0,0.0,0.0
0.68,10.0,1.0,0.0,0.0
0.68,11.0,1.0,0.0,0.0
0.68,12.0,1.0,0.0,0.0
0.68,13.0,1.0,0.0,0.0
0.68,14.0,1.0,0.0,0.0
0.68,15.0,1.0,0.0,0.0
0.9400000000000001,5.0,0.8,0.28,0.0
0.9400000000000001,39.0,0.86,0.06999999999999999,0.17
0.7000000000000001,6.0,0.8,0.19,0.0
0.7000000000000001,7.0,1.0,0.0,0.0
0.7000000000000001,8.0,1.0,0.0,0.0
0.7000000000000001,9.0,1.0,0.0,0.0
0.7000000000000001,10.0,1.0,0.0,0.0
0.7000000000000001,11.0,1.0,0.0,0.0
0.7000000000000001,12.0,1.0,0.0,0.0
0.7000000000000001,13.0,1.0,0.0,0.0
0.7000000000000001,14.0,1.0,0.0,0.0
0.9400000000000001,40.0,0.9400000000000001,0.01,0.08
0.8,5.0,0.89,0.18,0.0
0.72,6.0,0.78,0.30000000000000004,0.0
0.72,7.0,1.0,0.0,0.0
0.72,8.0,1.0,0.0,0.0
0.72,9.0,1.0,0.0,0.0
0.72,10.0,1.0,0.0,0.0
0.72,11.0,1.0,0.0,0.0
0.72,12.0,1.0,0.0,0.0
0.72,13.0,1.0,0.0,0.0
0.74,6.0,0.8299999999999998,0.19,0.0
0.74,7.0,1.0,0.0,0.0
0.74,8.0,1.0,0.0,0.0
0.74,9.0,1.0,0.0,0.0
0.74,10.0,1.0,0.0,0.0
0.74,11.0,1.0,0.0,0.0
0.74,12.0,1.0,0.0,0.0
0.9400000000000001,41.0,0.85,0.04,0.11000000000000001
0.9,3.0,0.9000000000000001,0.09999999999999999,0.0
0.96,3.0,0.9000000000000001,0.09999999999999999,0.0
0.88,5.0,0.95,0.2,0.0
0.98,2.0,0.9200000000000002,0.1,0.0
0.8200000000000001,5.0,0.8699999999999999,0.2,0.0
0.76,6.0,0.78,0.3,0.0
0.76,7.0,1.0,0.0,0.0
0.76,8.0,1.0,0.0,0.0
0.76,9.0,1.0,0.0,0.0
0.76,10.0,1.0,0.0,0.0
0.76,11.0,1.0,0.0,0.0
0.98,32.0,0.66,0.2,0.26
0.96,32.0,0.65,0.18,0.21000000000000002
0.86,5.0,0.89,0.25999999999999995,0.0
0.9400000000000001,6.0,0.8800000000000001,0.15,0.0
0.9400000000000001,7.0,1.0,0.0,0.0
0.9400000000000001,8.0,1.0,0.0,0.0
0.9400000000000001,9.0,1.0,0.0,0.0
0.9400000000000001,10.0,1.0,0.0,0.0
0.9400000000000001,11.0,1.0,0.0,0.0
0.9400000000000001,12.0,1.0,0.0,0.0
0.9400000000000001,13.0,1.0,0.0,0.0
0.9400000000000001,14.0,1.0,0.0,0.0
0.9400000000000001,15.0,1.0,0.0,0.0
0.9400000000000001,16.0,1.0,0.0,0.0
0.9400000000000001,17.0,1.0,0.0,0.0
0.9400000000000001,18.0,1.0,0.0,0.0
0.9400000000000001,19.0,1.0,0.0,0.0
0.9400000000000001,20.0,1.0,0.0,0.0
0.9400000000000001,21.0,1.0,0.0,0.0
0.9400000000000001,22.0,1.0,0.0,0.0
0.9400000000000001,23.0,1.0,0.0,0.0
0.9400000000000001,24.0,1.0,0.0,0.0
0.9400000000000001,25.0,1.0,0.0,0.0
0.9400000000000001,26.0,1.0,0.0,0.0
0.9400000000000001,27.0,0.93,0.02,0.03
0.9400000000000001,42.0,0.71,0.1,0.19999999999999998
0.9400000000000001,43.0,0.9800000000000001,0.02,0.06999999999999999
0.9400000000000001,0.0,0.9000000000000001,0.09,0.0
0.78,6.0,0.8699999999999999,0.16999999999999998,0.0
0.78,7.0,1.0,0.0,0.0
0.78,8.0,1.0,0.0,0.0
0.78,9.0,1.0,0.0,0.0
0.78,10.0,1.0,0.0,0.0
0.92,2.0,0.9000000000000001,0.10999999999999999,0.0
0.84,5.0,0.8400000000000002,0.14000000000000004,0.0
0.8,6.0,0.85,0.20999999999999996,0.0
0.8,7.0,1.0,0.0,0.0
0.8,8.0,1.0,0.0,0.0
0.8,9.0,1.0,0.0,0.0
0.96,33.0,0.78,0.13,0.14999999999999997
0.9400000000000001,44.0,0.8800000000000001,0.06000000000000001,0.13999999999999999
0.96,4.0,0.8800000000000002,0.12,0.0
0.98,3.0,0.93,0.07999999999999999,0.0
0.9,4.0,0.8600000000000001,0.17,0.0
0.8200000000000001,6.0,0.8400000000000001,0.23000000000000004,0.0
0.8200000000000001,7.0,1.0,0.0,0.0
0.8200000000000001,8.0,1.0,0.0,0.0
0.96,34.0,0.82,0.14,0.13999999999999999
0.98,33.0,0.6399999999999999,0.23000000000000004,0.25000000000000006
0.9400000000000001,45.0,0.78,0.04,0.14
0.86,6.0,0.82,0.32,0.0
0.9400000000000001,1.0,0.8800000000000002,0.12,0.0
0.96,35.0,0.9,0.06000000000000001,0.09
0.9400000000000001,46.0,0.85,0.06000000000000001,0.12000000000000002
0.92,3.0,0.9100000000000001,0.09,0.0
0.98,34.0,0.8,0.05,0.1
0.84,6.0,0.8,0.14,0.0
0.84,7.0,1.0,0.0,0.0
0.96,5.0,0.82,0.13999999999999999,0.0
0.98,4.0,0.8600000000000001,0.15000000000000002,0.0
0.96,36.0,0.8400000000000001,0.11000000000000001,0.12999999999999998
0.9400000000000001,47.0,0.76,0.12,0.21999999999999997
0.9400000000000001,2.0,0.9100000000000001,0.07999999999999999,0.0
0.98,35.0,0.6100000000000001,0.22000000000000003,0.24
0.9400000000000001,48.0,0.8400000000000001,0.06999999999999999,0.17
0.96,37.0,0.6199999999999999,0.19,0.19
0.9400000000000001,49.0,0.8699999999999999,0.030000000000000006,0.10999999999999999
0.98,5.0,0.78,0.41000000000000003,0.0
0.96,6.0,0.89,0.21999999999999997,0.0
0.96,7.0,1.0,0.0,0.0
0.96,8.0,1.0,0.0,0.0
0.96,9.0,1.0,0.0,0.0
0.96,10.0,1.0,0.0,0.0
0.96,11.0,1.0,0.0,0.0
0.96,12.0,1.0,0.0,0.0
0.96,13.0,1.0,0.0,0.0
0.96,14.0,1.0,0.0,0.0
0.96,15.0,1.0,0.0,0.0
0.96,16.0,1.0,0.0,0.0
0.96,17.0,1.0,0.0,0.0
0.96,18.0,1.0,0.0,0.0
0.96,19.0,1.0,0.0,0.0
0.96,20.0,1.0,0.0,0.0
0.96,21.0,1.0,0.0,0.0
0.96,22.0,1.0,0.0,0.0
0.96,23.0,1.0,0.0,0.0
0.96,24.0,1.0,0.0,0.0
0.96,25.0,1.0,0.0,0.0
0.96,26.0,1.0,0.0,0.0
0.9400000000000001,50.0,0.8600000000000001,0.01,0.10000000000000002
0.98,36.0,0.7499999999999999,0.15,0.22000000000000003
0.96,38.0,0.7499999999999999,0.15,0.19000000000000003
0.98,37.0,0.6700000000000002,0.22000000000000003,0.21000000000000002
0.98,6.0,0.85,0.16000000000000003,0.0
0.98,7.0,1.0,0.0,0.0
0.98,8.0,1.0,0.0,0.0
0.98,9.0,1.0,0.0,0.0
0.98,10.0,1.0,0.0,0.0
0.98,11.0,1.0,0.0,0.0
0.98,12.0,1.0,0.0,0.0
0.98,13.0,1.0,0.0,0.0
0.98,14.0,1.0,0.0,0.0
0.98,15.0,1.0,0.0,0.0
0.98,16.0,1.0,0.0,0.0
0.98,17.0,1.0,0.0,0.0
0.98,18.0,1.0,0.0,0.0
0.98,19.0,1.0,0.0,0.0
0.98,20.0,1.0,0.0,0.0
0.98,21.0,1.0,0.0,0.0
0.98,22.0,1.0,0.0,0.0
0.98,23.0,1.0,0.0,0.0
0.98,24.0,1.0,0.0,0.0
0.98,25.0,1.0,0.0,0.0
0.96,0.0,0.9000000000000001,0.09999999999999999,0.0
0.96,39.0,0.5400000000000001,0.29999999999999993,0.29
0.96,40.0,0.5800000000000002,0.16,0.22999999999999998
0.98,38.0,0.5900000000000001,0.15,0.19
0.96,41.0,0.57,0.25,0.31999999999999995
0.96,42.0,0.76,0.15,0.22000000000000003
0.96,43.0,0.82,0.1,0.15999999999999998
0.96,44.0,0.97,0.0,0.06
0.96,1.0,0.9200000000000002,0.07999999999999999,0.0
0.98,39.0,0.76,0.15,0.16000000000000003
0.96,45.0,0.66,0.07,0.16999999999999998
0.96,46.0,0.9100000000000001,0.030000000000000006,0.11000000000000001
0.96,47.0,1.0,0.0,0.06999999999999999
0.96,48.0,0.95,0.04,0.07999999999999999
0.96,49.0,0.89,0.06999999999999999,0.13999999999999999
0.98,40.0,0.61,0.21000000000000005,0.22000000000000003
0.96,50.0,0.8399999999999999,0.05,0.13
0.98,41.0,0.5900000000000001,0.18000000000000002,0.23000000000000004
0.98,0.0,0.9100000000000001,0.09,0.0
0.98,42.0,0.55,0.16,0.22000000000000003
0.98,43.0,0.6,0.22000000000000003,0.24
0.98,44.0,0.71,0.16,0.17
0.98,45.0,0.6100000000000001,0.14,0.22999999999999998
0.98,46.0,0.75,0.15,0.13999999999999999
0.98,47.0,0.5700000000000001,0.09,0.13999999999999999
0.98,48.0,0.72,0.14,0.15
0.98,49.0,0.6100000000000001,0.12999999999999998,0.13999999999999999
0.98,50.0,0.52,0.15,0.22000000000000003
